sku,producto_talla_id,sucursal_id,sucursal_alias,sucursal_nombre,articulo,talla,stock_legacy,stock_lotes,stock_kardex,ajuste_necesario,direccion
4800954,482423,7,NICK2,,IF6429,"2,5",1,0,2,-1,DISMINUIR
4780474,253173,7,NICK2,,6.50.00,00,5,7,13,2,AUMENTAR
4822530,450174,7,NICK2,,GR-NBA-12378,45,2,2,5,0,SIN_CAMBIO
4827137,473132,7,NICK2,,HQ2048-400,"5,5",2,2,5,0,SIN_CAMBIO
301631,400293,7,NICK2,,DISCOACERO,00,1,0,1,-1,DISMINUIR
4809958,427467,7,NICK2,,FQ8449-400,"10,5",3,1,7,-2,DISMINUIR
4818996,507027,7,NICK2,,MANGAS VOLLEY,L,21,21,46,0,SIN_CAMBIO
4818893,491429,7,NICK2,,JJ3613,L,5,3,10,-2,DISMINUIR
4784521,293562,7,NICK2,,81865U-LU8,"9,5",3,2,6,-1,DISMINUIR
4800078,398619,7,NICK2,,DEPVOLACC051,00,22,22,47,0,SIN_CAMBIO
4828061,105911,7,NICK2,,220572BPD,10,3,1,5,-2,DISMINUIR
4827136,473131,7,NICK2,,HQ2048-400,"5,0",3,1,5,-2,DISMINUIR
4777873,315445,7,NICK2,,9.65.00,S,27,17,46,-10,DISMINUIR
4827372,470838,7,NICK2,,HM4402-003,"5,5",1,2,4,1,AUMENTAR
171801,278881,7,NICK2,,732,00,219,190,314,-29,DISMINUIR
4798163,483264,7,NICK2,,IG5438,"5,0",3,1,5,-2,DISMINUIR
4818281,425296,7,NICK2,,FJ2604-300,"6,0",3,1,5,-2,DISMINUIR
4818263,165043,7,NICK2,,355152-106,"9,0",1,0,2,-1,DISMINUIR
4711202,553447,7,NICK2,,SX7667-100,L,7,0,9,-7,DISMINUIR
4818192,394766,7,NICK2,,DA015/A,S,1,0,1,-1,DISMINUIR
4823074,143197,7,NICK2,,3028095-673,"7,0",2,2,5,0,SIN_CAMBIO
4804345,407251,7,NICK2,,DX4610-010,S,2,1,4,-1,DISMINUIR
4787833,227439,7,NICK2,,5215100152114,00,24,13,43,-11,DISMINUIR
4799715,17290,7,NICK2,,102201031,"3,0",1,3,5,2,AUMENTAR
4797685,535612,2,PAO1,,R71,38,2,2,6,0,SIN_CAMBIO
4750657,332061,2,PAO1,,A070689,40,2,0,3,-2,DISMINUIR
4753164,90272,2,PAO1,,20-CREW-3,38,3,2,6,-1,DISMINUIR
4805860,96262,2,PAO1,,2098,40,2,1,4,-1,DISMINUIR
4736782,445638,2,PAO1,,GR-CT-10954,40,1,0,2,-1,DISMINUIR
4791060,141638,6,NICK1,,302629L-BBK,33,1,1,3,0,SIN_CAMBIO
4815957,507456,6,NICK1,,MEDIA BAMBOO,00,2,25,29,23,AUMENTAR
4821167,507528,6,NICK1,,MEDIA POLYESTER ECO AD,00,75,71,158,-4,DISMINUIR
4771392,470866,6,NICK1,,HM4970,"7,0",3,0,6,-3,DISMINUIR
4808946,507473,6,NICK1,,MEDIA ECO JUV,00,20,21,42,1,AUMENTAR
4828591,27512,6,NICK1,,117560-WHT,40,1,1,2,0,SIN_CAMBIO
4821181,507458,6,NICK1,,MEDIA BAMBOO JUV,00,60,51,113,-9,DISMINUIR
4827351,426124,6,NICK1,,FN0228-001,"10,5",1,0,2,-1,DISMINUIR
4827191,473175,6,NICK1,,HQ2312-005,"6,5",3,3,7,0,SIN_CAMBIO
4802691,332572,6,NICK1,,A10392C-001,11,1,0,3,-1,DISMINUIR
4819598,150796,4,PAO3,,310168 11,"9,0",1,0,2,-1,DISMINUIR
4819880,195428,4,PAO3,,406-0521,38,3,2,6,-1,DISMINUIR
4814212,160131,4,PAO3,,338013171,25,1,0,2,-1,DISMINUIR
4781688,583175,4,PAO3,,Y9282-1,38,1,0,2,-1,DISMINUIR
4811782,31402,4,PAO3,,12-COLES-6,35,1,0,2,-1,DISMINUIR
4804429,31993,4,PAO3,,12-HOT-70,39,1,0,2,-1,DISMINUIR
4816102,246738,4,PAO3,,5B06-4,35,1,0,2,-1,DISMINUIR
4820814,248671,4,PAO3,,5K02-1,38,1,0,2,-1,DISMINUIR
4823572,212652,4,PAO3,,489-6877,35,2,2,4,0,SIN_CAMBIO
4748416,50845,4,PAO3,,1361459-012,M,3,3,7,0,SIN_CAMBIO
4776570,521247,4,PAO3,,PI-13018500000280,37,1,0,2,-1,DISMINUIR
4825945,100839,4,PAO3,,2123,38,1,0,2,-1,DISMINUIR
4765553,214732,4,PAO3,,5-CLORA-60,38,1,0,2,-1,DISMINUIR
4824818,569703,4,PAO3,,VU4013T,35,1,0,2,-1,DISMINUIR
4796684,21164,5,PAO4,,109-5127,22,1,0,2,-1,DISMINUIR
4824834,569743,5,PAO4,,VU4072T,37,2,1,4,-1,DISMINUIR
4785436,279428,5,PAO4,,7357.109.26252-83517,37,2,1,4,-1,DISMINUIR
4806538,55841,5,PAO4,,141603-09,42,2,1,4,-1,DISMINUIR
4782509,263832,5,PAO4,,6469.100.7286.15745,39,1,1,3,0,SIN_CAMBIO
4709367,503455,5,PAO4,,M3310C-006,"3,5",2,1,5,-1,DISMINUIR
4773900,52885,5,PAO4,,1376700-410,M,1,0,2,-1,DISMINUIR
4828278,510455,3,PAO2,,MO22203,"5,0",11,10,22,-1,DISMINUIR
4823979,36496,3,PAO2,,124686-BBK,38,1,1,3,0,SIN_CAMBIO
4798559,227411,3,PAO2,,5215100123015,00,8,6,16,-2,DISMINUIR
4818426,534671,3,PAO2,,R.50.07,"6,0",4,4,9,0,SIN_CAMBIO
4827565,308626,3,PAO2,,872-4622,40,5,4,10,-1,DISMINUIR
4773328,104997,3,PAO2,,22-20A,37,1,0,2,-1,DISMINUIR
4751890,398828,3,PAO2,,DES202-4A,40,2,1,4,-1,DISMINUIR
4805960,95141,3,PAO2,,2079,38,3,3,7,0,SIN_CAMBIO
4798891,1219,3,PAO2,,009283624255,00,7,7,16,0,SIN_CAMBIO
4820251,159478,3,PAO2,,338010773,27,1,0,2,-1,DISMINUIR
4821286,223794,3,PAO2,,5205018101083,00,19,36,57,17,AUMENTAR
4784159,495680,3,PAO2,,K21165-00,25,1,0,2,-1,DISMINUIR
4820042,249103,3,PAO2,,5R07-1,43,5,4,10,-1,DISMINUIR
4756318,366730,3,PAO2,,BT1705,36,1,1,3,0,SIN_CAMBIO
4817391,227553,3,PAO2,,5215200133013,L,1,3,7,2,AUMENTAR
4822493,10879,3,PAO2,,10002,00,3,6,10,3,AUMENTAR
4826177,440960,3,PAO2,,G679F3,37,3,2,6,-1,DISMINUIR
4803540,295431,3,PAO2,,82008U-U56,12,1,0,2,-1,DISMINUIR
4816919,89582,3,PAO2,,2.20.07,00,54,54,111,0,SIN_CAMBIO
4818421,89598,3,PAO2,,2.20.10,00,2,2,5,0,SIN_CAMBIO
4798475,116617,3,PAO2,,24-30,37,3,2,6,-1,DISMINUIR
4794634,471301,3,PAO2,,HP2509,"11,5",1,0,2,-1,DISMINUIR
4795699,260764,3,PAO2,,6320,39,2,1,4,-1,DISMINUIR
4709331,183435,3,PAO2,,3J256C-102,"3,0",3,2,6,-1,DISMINUIR
4766865,224878,3,PAO2,,520634005,L,2,1,4,-1,DISMINUIR
4803461,488744,3,PAO2,,J0630,42,3,2,6,-1,DISMINUIR
4793338,157195,3,PAO2,,33001-26-90,39,2,1,4,-1,DISMINUIR
4824306,57589,3,PAO2,,149-02,35,1,0,2,-1,DISMINUIR
4760693,315423,3,PAO2,,9.55.10,M,4,2,8,-2,DISMINUIR
4809087,519233,7,NICK2,,PH832,00,81,89,173,8,AUMENTAR
4794587,474285,7,NICK2,,HT3452,M,7,8,16,1,AUMENTAR
4794589,477546,7,NICK2,,IC9519,S,1,2,4,1,AUMENTAR
4755179,51605,7,NICK2,,1364180-012,00,12,26,40,14,AUMENTAR
4826350,50884,7,NICK2,,1361518-100,L,3,2,6,-1,DISMINUIR
4711928,363142,7,NICK2,,BOXER HOMBRE,XS,1,0,2,-1,DISMINUIR
4826494,216548,7,NICK2,,5.00.37,00,15,23,39,8,AUMENTAR
4778429,16766,7,NICK2,,1014019209,00,118,120,239,2,AUMENTAR
4817987,516866,7,NICK2,,PANTALON ARQUERO,2XL,2,1,4,-1,DISMINUIR
4701283,553312,7,NICK2,,SX7664-010,M,20,26,47,6,AUMENTAR
4771654,474158,7,NICK2,,HS9767,00,1,7,9,6,AUMENTAR
4797082,372943,7,NICK2,,CAS-04B,S,11,14,27,3,AUMENTAR
4780172,51297,7,NICK2,,1361673-001,S,1,0,2,-1,DISMINUIR
4697398,223260,7,NICK2,,5201411300221,00,46,49,96,3,AUMENTAR
4810064,223261,7,NICK2,,5201411300283,00,17,20,38,3,AUMENTAR
4821968,531008,7,NICK2,,PRIMERA CAPA,M,1,4,6,3,AUMENTAR
4797364,90085,7,NICK2,,2.90.78,00,7,17,26,10,AUMENTAR
4821196,494534,7,NICK2,,JY9621,L,1,0,2,-1,DISMINUIR
4754467,553540,7,NICK2,,SX7670-100,L,25,31,57,6,AUMENTAR
4778324,536572,7,NICK2,,RE0041,L,8,7,16,-1,DISMINUIR
4806870,580984,7,NICK2,,XT-006AC-VE,00,26,26,53,0,SIN_CAMBIO
4819374,467906,7,NICK2,,HJ9198-003,11,2,1,4,-1,DISMINUIR
4810258,23565,7,NICK2,,112816304,00,5,4,10,-1,DISMINUIR
116431,277726,7,NICK2,,728,00,23,12,-44,-11,DISMINUIR
4827414,365784,7,NICK2,,BS4-0,31,1,0,2,-1,DISMINUIR
4786351,19195,7,NICK2,,1040023008,00,43,46,91,3,AUMENTAR
4777886,9092,7,NICK2,,1.95.11,00,55,59,115,4,AUMENTAR
4807036,576658,7,NICK2,,WILWRS330560U,"10,5",3,1,5,-2,DISMINUIR
4801759,511949,7,NICK2,,MZG50,11,5,4,10,-1,DISMINUIR
4825798,75766,2,PAO1,,1712/1,38,1,0,2,-1,DISMINUIR
4820330,462009,2,PAO1,,H-126,39,1,0,2,-1,DISMINUIR
4825960,259897,2,PAO1,,6307,40,1,1,3,0,SIN_CAMBIO
4819885,187971,2,PAO1,,403-0250,37,2,1,4,-1,DISMINUIR
4819947,93057,2,PAO1,,2023-1,38,6,5,12,-1,DISMINUIR
4810812,247260,2,PAO1,,5CE119,37,4,4,9,0,SIN_CAMBIO
4818363,158311,2,PAO1,,3334-02,36,1,0,2,-1,DISMINUIR
4801812,152441,2,PAO1,,310545L-BLK,37,2,2,5,0,SIN_CAMBIO
4722207,558152,2,PAO1,,TS1902,38,1,0,2,-1,DISMINUIR
4793472,462421,2,PAO1,,H-90,38,6,0,7,-6,DISMINUIR
4828547,233724,2,PAO1,,551-6396,37,1,2,4,1,AUMENTAR
4823817,279808,6,NICK1,,73690-HTPK,"37,5",2,1,4,-1,DISMINUIR
4809809,402356,6,NICK1,,DM7590-100,"9,5",2,0,3,-2,DISMINUIR
4821143,492740,6,NICK1,,JR0543,"7,0",3,0,4,-3,DISMINUIR
4822551,450200,6,NICK1,,GR-NBA-12458,42,2,0,3,-2,DISMINUIR
4818684,486022,6,NICK1,,IP9863,00,9,10,20,1,AUMENTAR
4817149,492450,6,NICK1,,JQ2737,"7,0",2,1,4,-1,DISMINUIR
4822897,577594,6,NICK1,,WL515HSW,10,2,1,4,-1,DISMINUIR
4819328,467209,6,NICK1,,HF6279-601,"6,5",3,2,6,-1,DISMINUIR
4763296,408240,6,NICK1,,DZ9385,S,2,9,2,7,AUMENTAR
4819171,424128,6,NICK1,,FD6034-001,"7,5",3,1,6,-2,DISMINUIR
4762792,386710,6,NICK1,,CP102028M,"10,5",2,1,4,-1,DISMINUIR
4759294,324643,4,PAO3,,9700,39,1,0,2,-1,DISMINUIR
4744240,310171,4,PAO3,,881-4936,40,1,0,2,-1,DISMINUIR
4824827,569728,4,PAO3,,VU4024T,37,1,0,2,-1,DISMINUIR
4813994,280311,4,PAO3,,737-22,38,5,0,6,-5,DISMINUIR
4791085,195018,4,PAO3,,405638l-BBK,32,2,1,4,-1,DISMINUIR
4808106,65033,4,PAO3,,150201-BBK,36,2,1,4,-1,DISMINUIR
4770621,455856,4,PAO3,,GW6513,"13,5",1,1,2,0,SIN_CAMBIO
4816251,116579,4,PAO3,,24-29,38,1,0,2,-1,DISMINUIR
4827001,48305,4,PAO3,,134202-01,42,1,1,3,0,SIN_CAMBIO
4745783,239537,4,PAO3,,581-0445,38,4,3,8,-1,DISMINUIR
4771451,473620,4,PAO3,,HQ8809,"8,5",3,2,6,-1,DISMINUIR
4811040,189100,4,PAO3,,403695L-W,27,2,1,4,-1,DISMINUIR
4746500,456287,4,PAO3,,GW8342,"8,5",6,5,12,-1,DISMINUIR
4813628,280326,4,PAO3,,737-30,37,2,0,4,-2,DISMINUIR
4813661,271389,4,PAO3,,677-05,38,3,0,4,-3,DISMINUIR
4718119,493753,4,PAO3,,JS1806,39,1,0,2,-1,DISMINUIR
4752899,227955,4,PAO3,,52458-BLK,"41,5",2,0,4,-2,DISMINUIR
4816644,79197,5,PAO4,,180745-03,42,3,2,6,-1,DISMINUIR
4801250,464114,5,PAO4,,H09,41,1,1,3,0,SIN_CAMBIO
4811683,170217,5,PAO4,,37-PINGUIH-3,35,1,0,2,-1,DISMINUIR
4824641,451365,5,PAO4,,GR-RI-12455,42,3,3,7,0,SIN_CAMBIO
4771675,463515,5,PAO4,,H03794,"6,0",2,1,4,-1,DISMINUIR
4827933,6937,3,PAO2,,084344-01,"4,0",12,11,24,-1,DISMINUIR
4797791,295901,3,PAO2,,82041U-MDV,"7,0",1,1,2,0,SIN_CAMBIO
4803578,256470,3,PAO2,,62008U-DX4,"10,5",0,1,1,1,AUMENTAR
4779097,519188,3,PAO2,,PH613,00,8,9,17,1,AUMENTAR
4784802,286686,3,PAO2,,8.40.02,00,2,0,4,-2,DISMINUIR
4826182,440951,3,PAO2,,G679F3,36,1,0,2,-1,DISMINUIR
4823091,379298,3,PAO2,,CINTA CAPITAN,00,8,8,18,0,SIN_CAMBIO
4692677,225195,3,PAO2,,5207015106061,00,14,12,31,-2,DISMINUIR
4820317,330006,3,PAO2,,A005,38,2,1,4,-1,DISMINUIR
4801527,586784,3,PAO2,,ZM22-12082-90,42,3,2,6,-1,DISMINUIR
4818487,151218,3,PAO2,,310384L-WHT,35,1,1,3,0,SIN_CAMBIO
4794611,456490,3,PAO2,,GW9250,"8,5",0,0,0,0,SIN_CAMBIO
4803040,481832,3,PAO2,,IF1409,"2,5",1,0,2,-1,DISMINUIR
4402166,214848,3,PAO2,,5-COBNA-2,37,6,2,9,-4,DISMINUIR
4819855,195325,3,PAO2,,406-0018,37,2,1,4,-1,DISMINUIR
4790226,223414,3,PAO2,,520170340,00,1,2,3,1,AUMENTAR
4761933,240574,3,PAO2,,581-6669,35,1,0,2,-1,DISMINUIR
4818566,144124,3,PAO2,,303158N-PRMT,25,2,1,4,-1,DISMINUIR
4827967,302668,3,PAO2,,8434666247,00,10,10,22,0,SIN_CAMBIO
4804603,426612,3,PAO2,,FOX40-2,00,6,6,13,0,SIN_CAMBIO
4792122,9833,3,PAO2,,1000000168,"11,5",1,0,2,-1,DISMINUIR
4827568,308650,3,PAO2,,872-6640,40,3,4,8,1,AUMENTAR
4801784,94708,3,PAO2,,2069-2B,34,2,1,4,-1,DISMINUIR
4692190,225319,3,PAO2,,5207017100005,00,3,16,21,13,AUMENTAR
4796840,485935,3,PAO2,,IP3995,S,8,7,18,-1,DISMINUIR
4764858,185924,3,PAO2,,400602N-NVMT,23,1,0,2,-1,DISMINUIR
4824308,57596,3,PAO2,,149-02,37,4,3,8,-1,DISMINUIR
4758187,596233,3,PAO2,,R51,35,1,0,1,-1,DISMINUIR
4822085,541048,3,PAO2,,S3241-2,42,3,2,6,-1,DISMINUIR
4801154,253164,3,PAO2,,6.20.02,M,8,8,17,0,SIN_CAMBIO
4824466,7013,3,PAO2,,089-5396,20,2,2,5,0,SIN_CAMBIO
4801804,121124,3,PAO2,,257-2M,40,2,1,4,-1,DISMINUIR
4774217,473001,3,PAO2,,HP9426,"7,0",2,1,4,-1,DISMINUIR
4818411,93297,3,PAO2,,2026-02,23,2,1,4,-1,DISMINUIR
4780591,16884,7,NICK2,,1014098001,00,25,30,57,5,AUMENTAR
4821282,490479,7,NICK2,,JH3745,"5,0",10,21,33,11,AUMENTAR
4782321,51038,7,NICK2,,1361586-001,M,1,1,3,0,SIN_CAMBIO
4811182,508567,7,NICK2,,MI37451,00,12,15,28,3,AUMENTAR
4817672,394576,7,NICK2,,DA001/A,M,3,38,42,35,AUMENTAR
215841,218707,7,NICK2,,505025,00,1,0,1,-1,DISMINUIR
4798818,1135,7,NICK2,,0092836203,14,4,3,9,-1,DISMINUIR
4814947,352159,7,NICK2,,B2001,00,10,20,32,10,AUMENTAR
4769078,216523,7,NICK2,,5.00.08,00,47,60,112,13,AUMENTAR
4784648,315347,7,NICK2,,9.00.27,00,1,4,6,3,AUMENTAR
4787728,480706,7,NICK2,,IE4904,"7,0",2,1,4,-1,DISMINUIR
4828274,510466,7,NICK2,,MO22234,00,9,8,18,-1,DISMINUIR
4827966,507032,7,NICK2,,MANGAS VOLLEY,S,38,9,50,-29,DISMINUIR
424731,275326,7,NICK2,,7101,00,12,15,29,3,AUMENTAR
4770704,16777,7,NICK2,,1014019302,00,58,36,99,-22,DISMINUIR
4824270,426629,7,NICK2,,FP9597,M,1,1,3,0,SIN_CAMBIO
4817118,488732,7,NICK2,,J0628-1,33,1,1,3,0,SIN_CAMBIO
4789015,316302,7,NICK2,,90132,"4,0",6,11,21,5,AUMENTAR
4826463,23260,7,NICK2,,11206,"9,0",1,0,2,-1,DISMINUIR
4810711,484346,7,NICK2,,IH0084,"9,5",2,2,5,0,SIN_CAMBIO
4826464,23247,7,NICK2,,11206,10,2,1,4,-1,DISMINUIR
4772782,581346,7,NICK2,,XT23830-438,43,1,0,2,-1,DISMINUIR
4790526,23054,7,NICK2,,11202,11,2,0,3,-2,DISMINUIR
4797291,46199,7,NICK2,,13219,10,1,1,3,0,SIN_CAMBIO
4827855,152969,7,NICK2,,311732 06,"4,5",2,1,4,-1,DISMINUIR
4827863,153030,7,NICK2,,312041 01,"8,0",2,0,4,-2,DISMINUIR
4742104,539897,7,NICK2,,S17-6B,43,1,0,2,-1,DISMINUIR
4819360,467893,7,NICK2,,HJ9153-600,"8,5",1,0,2,-1,DISMINUIR
4734827,211867,7,NICK2,,486R,00,1,1,3,0,SIN_CAMBIO
4817930,536730,7,NICK2,,RE0078,"6,0",2,1,4,-1,DISMINUIR
4825337,516751,7,NICK2,,PA97402-65,00,6,5,12,-1,DISMINUIR
4826798,509049,7,NICK2,,MK-856 30CM,00,10,8,22,-2,DISMINUIR
4779093,519216,7,NICK2,,PH830,00,44,65,116,21,AUMENTAR
4816549,427147,7,NICK2,,FQ8284-800,"1,0",2,1,4,-1,DISMINUIR
4818629,490026,7,NICK2,,JD3826,"4,0",28,30,59,2,AUMENTAR
4824398,55583,7,NICK2,,14079,"7,5",1,0,2,-1,DISMINUIR
4773679,404012,7,NICK2,,DR5950-810,"11,5",1,2,4,1,AUMENTAR
4779568,576606,7,NICK2,,WILWR5600170,00,13,16,32,3,AUMENTAR
4798672,49629,7,NICK2,,1356705-100,00,2,5,9,3,AUMENTAR
4818142,157550,7,NICK2,,3319313137,32,1,0,2,-1,DISMINUIR
4780438,453113,7,NICK2,,GUANTE TERMICO,S,7,6,15,-1,DISMINUIR
4827455,253793,7,NICK2,,601063014,00,10,13,24,3,AUMENTAR
4818189,394639,7,NICK2,,DA0020/A,L,2,1,4,-1,DISMINUIR
4825308,398549,7,NICK2,,DEPFUTGUA,"8,0",2,1,4,-1,DISMINUIR
4814939,324304,7,NICK2,,9634,S,6,5,12,-1,DISMINUIR
4788385,549138,2,PAO1,,SS24PO102,37,2,2,5,0,SIN_CAMBIO
4748331,464626,2,PAO1,,H20,35,1,0,2,-1,DISMINUIR
4200715,362877,2,PAO1,,BNY18009,38,2,1,1,-1,DISMINUIR
4773297,105020,2,PAO1,,22-25,36,2,0,4,-2,DISMINUIR
4757187,129843,2,PAO1,,300-27,38,1,0,2,-1,DISMINUIR
4726875,474925,2,PAO1,,HWICCFW21011B,26,2,1,4,-1,DISMINUIR
4825908,98021,2,PAO1,,2104,41,1,0,2,-1,DISMINUIR
4738776,128970,2,PAO1,,2970,34,1,0,2,-1,DISMINUIR
4709593,210382,2,PAO1,,4807.102.20115.73734,39,2,1,4,-1,DISMINUIR
4820479,544950,2,PAO1,,SALDO/1,00,8,14,-19,6,AUMENTAR
4825912,97988,2,PAO1,,2104,39,1,0,2,-1,DISMINUIR
4805854,94511,2,PAO1,,2060,40,1,0,2,-1,DISMINUIR
4820310,332288,2,PAO1,,A0817,36,1,0,2,-1,DISMINUIR
4826243,300706,2,PAO1,,8360.303.9569-52531,37,3,2,6,-1,DISMINUIR
4824647,451387,6,NICK1,,GR-RI-12492,43,3,2,6,-1,DISMINUIR
4822868,577437,6,NICK1,,WL373SL2,"7,5",2,1,4,-1,DISMINUIR
4821529,195119,6,NICK1,,405638N-RDW,23,2,1,4,-1,DISMINUIR
4810908,480499,6,NICK1,,IE3925,"9,0",2,1,4,-1,DISMINUIR
4821356,185581,6,NICK1,,400139L-BKSL,26,1,0,2,-1,DISMINUIR
4805743,13930,6,NICK1,,100202156,"5,5",2,1,4,-1,DISMINUIR
4714752,340684,6,NICK1,,AO1742-401,"8,5",1,0,2,-1,DISMINUIR
4820711,413324,4,PAO3,,EGA61102-91N,35,1,0,2,-1,DISMINUIR
4819939,93104,4,PAO3,,2023-3,36,2,1,4,-1,DISMINUIR
4817861,63975,4,PAO3,,1500-0982,42,1,1,3,0,SIN_CAMBIO
4804341,553715,4,PAO3,,SX7676-100,M,10,9,22,-1,DISMINUIR
4819860,195363,4,PAO3,,406-0069,36,1,1,3,0,SIN_CAMBIO
4819859,195361,4,PAO3,,406-0069,35,1,0,2,-1,DISMINUIR
4825494,108910,4,PAO3,,2293.201.30502-82551,42,3,1,6,-2,DISMINUIR
4826028,94599,4,PAO3,,2062,39,2,1,4,-1,DISMINUIR
4813387,228325,4,PAO3,,52458-WHT,42,1,0,2,-1,DISMINUIR
4816670,189397,4,PAO3,,403718L-RDBK,27,1,0,2,-1,DISMINUIR
4822474,520473,4,PAO3,,PI-11016300000050,38,2,1,4,-1,DISMINUIR
4824672,448202,4,PAO3,,GR-GR18060,37,1,1,3,0,SIN_CAMBIO
4750585,470214,4,PAO3,,HLT-511,00,19,19,39,0,SIN_CAMBIO
4823597,303648,4,PAO3,,8449.402.27994-93542,35,1,0,2,-1,DISMINUIR
4819028,176989,4,PAO3,,384-0141,38,3,2,6,-1,DISMINUIR
4781143,279624,4,PAO3,,73690-BBK,37,2,1,4,-1,DISMINUIR
4820765,182669,4,PAO3,,3J02-16,35,1,0,2,-1,DISMINUIR
4817079,241297,5,PAO4,,5824.104.7800-35312,39,2,1,4,-1,DISMINUIR
4808001,36887,5,PAO4,,124799-BLK,"36,5",2,1,4,-1,DISMINUIR
4779069,461884,5,PAO4,,H-123,36,1,0,2,-1,DISMINUIR
4775725,333334,5,PAO4,,A30-11-90B,38,4,0,5,-4,DISMINUIR
4811574,77551,5,PAO4,,177289-BBK,"36,5",1,1,3,0,SIN_CAMBIO
4753923,309808,5,PAO4,,881-2317,39,1,0,2,-1,DISMINUIR
4822263,529471,5,PAO4,,PJH0065,40,1,1,3,0,SIN_CAMBIO
4753255,518416,5,PAO4,,PF01257.37B-F,40,1,0,2,-1,DISMINUIR
4813460,242254,5,PAO4,,5871-13,37,2,1,4,-1,DISMINUIR
4750672,461363,3,PAO2,,H-106,38,5,4,10,-1,DISMINUIR
4827044,156183,3,PAO2,,324015696,28,3,2,6,-1,DISMINUIR
4791434,247356,3,PAO2,,5CE122,37,1,0,2,-1,DISMINUIR
4825910,97968,3,PAO2,,2104,37,1,0,2,-1,DISMINUIR
4811409,37040,3,PAO2,,124836-BBK,38,2,1,4,-1,DISMINUIR
4723196,435169,3,PAO2,,G2016,37,1,1,3,0,SIN_CAMBIO
4769994,570885,3,PAO2,,W014,43,1,0,2,-1,DISMINUIR
4806889,391593,3,PAO2,,D-PX-283313,00,2,1,4,-1,DISMINUIR
4817914,278354,3,PAO2,,729-1400,40,4,1,6,-3,DISMINUIR
4803049,481819,3,PAO2,,IF1409,11,1,0,2,-1,DISMINUIR
4807619,486130,3,PAO2,,IS5399,M,3,2,6,-1,DISMINUIR
4770689,225426,3,PAO2,,5207021101012,00,25,24,53,-1,DISMINUIR
4798177,534651,3,PAO2,,R.10.01,XS,6,4,12,-2,DISMINUIR
4759154,225348,3,PAO2,,5207017104041,00,7,8,16,1,AUMENTAR
4813315,425190,7,NICK2,,FJ2587-300,"9,5",1,0,2,-1,DISMINUIR
4826787,416507,7,NICK2,,F-SB-356084,00,2,12,16,10,AUMENTAR
4700390,285577,7,NICK2,,7807998005210,00,8,12,21,4,AUMENTAR
4767146,466605,7,NICK2,,HD6367,L,4,3,8,-1,DISMINUIR
4828078,46537,7,NICK2,,1326413-408,L,1,1,3,0,SIN_CAMBIO
4798039,154537,7,NICK2,,315837027,43,2,2,5,0,SIN_CAMBIO
4799209,376004,7,NICK2,,CD7782-404,"4,0",1,0,2,-1,DISMINUIR
4783297,403955,7,NICK2,,DR2741-001,"10,5",2,1,4,-1,DISMINUIR
4779092,519219,7,NICK2,,PH830,00,107,134,252,27,AUMENTAR
4818323,327360,7,NICK2,,9886711,S,8,9,18,1,AUMENTAR
4814413,372652,7,NICK2,,CAMISETA KIDS,14,3,0,5,-3,DISMINUIR
4814926,308952,7,NICK2,,8801,S,1,1,3,0,SIN_CAMBIO
4818012,384610,7,NICK2,,COPA 203/A,00,3,1,6,-2,DISMINUIR
4818011,384656,7,NICK2,,COPA 3364/C,00,2,1,4,-1,DISMINUIR
4417930,518999,7,NICK2,,PG6,00,4,2,7,-2,DISMINUIR
4812769,488900,7,NICK2,,J0710-2,38,1,0,2,-1,DISMINUIR
4811394,143649,7,NICK2,,3028512-001,39,1,0,2,-1,DISMINUIR
4821070,479380,7,NICK2,,ID9156,10,4,1,6,-3,DISMINUIR
4782119,521407,2,PAO1,,PI-13019600000139,38,1,0,2,-1,DISMINUIR
4788389,549126,2,PAO1,,SS24PO102,35,1,0,2,-1,DISMINUIR
4801769,93232,2,PAO1,,2026,26,9,7,17,-2,DISMINUIR
4823210,172775,2,PAO1,,3765-02,36,1,1,3,0,SIN_CAMBIO
4823190,168021,2,PAO1,,3646-02,36,1,2,4,1,AUMENTAR
4815013,298397,2,PAO1,,826-16,39,3,0,6,-3,DISMINUIR
4794035,108936,2,PAO1,,2294-10,38,1,0,2,-1,DISMINUIR
4751866,398772,2,PAO1,,DES201-7A,40,2,1,4,-1,DISMINUIR
4825815,586353,2,PAO1,,ZL-100,42,2,2,5,0,SIN_CAMBIO
4751692,318290,2,PAO1,,908,40,3,2,6,-1,DISMINUIR
4402166,214849,2,PAO1,,5-COBNA-2,37,4,3,6,-1,DISMINUIR
4818376,148964,2,PAO1,,3054-02,35,1,0,2,-1,DISMINUIR
4707914,210509,2,PAO1,,4809.101.20788.75962,35,1,0,2,-1,DISMINUIR
4755278,308155,6,NICK1,,865157C-102,"3,0",3,4,8,1,AUMENTAR
4810439,141748,6,NICK1,,302630L-WHT,36,2,2,5,0,SIN_CAMBIO
4817745,15325,6,NICK1,,100211858,"7,5",1,0,2,-1,DISMINUIR
4810612,490055,6,NICK1,,JD9567,00,8,9,17,1,AUMENTAR
4798275,358488,6,NICK1,,BB480SCD,"9,0",3,2,6,-1,DISMINUIR
4829985,594486,6,NICK1,,IO6964-001,10,1,0,1,-1,DISMINUIR
4824094,103453,6,NICK1,,217074-NVY,40,1,0,2,-1,DISMINUIR
