style_color,style,color,familia,gender,srp,whs,pares_grid,PA01,PA02,PA03,PA04,NICK1,total_tiendas,orden_2026_1,orden_2026_2
168185-MUSH,168185,MUSH,EASY GOING,WOMEN,74990.0,41650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
169109-BBK,169109,BBK,EASY GOING,WOMEN,74990.0,41650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1236.0,0.0
169109-TAN,169109,TAN,EASY GOING,WOMEN,74990.0,41650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0
167862-BLK,167862,BLK,EASY GOING,WOMEN,62990.0,35000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
167862-CHOC,167862,CHOC,EASY GOING,WOMEN,62990.0,35000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
167862-TPE,167862,TPE,EASY GOING,WOMEN,62990.0,35000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
168206-BBK,168206,BBK,EASY GOING,WOMEN,59990.0,33350.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,4310.0,0.0
168206-CHOC,168206,CHOC,EASY GOING,WOMEN,59990.0,33350.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,2156.0,0.0
168206-CSNT,168206,CSNT,EASY GOING,WOMEN,59990.0,33350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4022.0,0.0
168206-TPE,168206,TPE,EASY GOING,WOMEN,59990.0,33350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2078.0,0.0
144746-BBK,144746,BBK,ON-THE-GO STELLAR,WOMEN,74990.0,41650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
144746-CSNT,144746,CSNT,ON-THE-GO STELLAR,WOMEN,74990.0,41650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
144746-OLV,144746,OLV,ON-THE-GO STELLAR,WOMEN,74990.0,41650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
168175-BBK,168175,BBK,CONTOUR FOAM BOOT,WOMEN,69990.0,38900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
168175-CSNT,168175,CSNT,CONTOUR FOAM BOOT,WOMEN,69990.0,38900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
168175-DKTP,168175,DKTP,CONTOUR FOAM BOOT,WOMEN,69990.0,38900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
144842-BBK,144842,BBK,ON-THE-GO ENCORE,WOMEN,69990.0,38900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3130.0,0.0
144842-COFF,144842,COFF,ON-THE-GO ENCORE,WOMEN,69990.0,38900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
144844-BBK,144844,BBK,ON-THE-GO ENCORE,WOMEN,69990.0,38900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
144844-DBRN,144844,DBRN,ON-THE-GO ENCORE,WOMEN,69990.0,38900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
144071-BBK,144071,BBK,GLACIAL ULTIMATE,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
144071-CSNT,144071,CSNT,GLACIAL ULTIMATE,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
144071-TPE,144071,TPE,GLACIAL ULTIMATE,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
144067-OLV,144067,OLV,GLACIAL ULTIMATE,WOMEN,59990.0,33350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
144067-BRBK,144067,BRBK,GLACIAL ULTIMATE,WOMEN,59990.0,33350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
167274-BBK,167274,BBK,UNO RUGGED,WOMEN,69990.0,38900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2061.0,0.0
167274-MOC,167274,MOC,UNO RUGGED,WOMEN,69990.0,38900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1620.0,0.0
168197-BBK,168197,BBK,WILSHIRE BLVD,WOMEN,69990.0,38900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
168197-CSNT,168197,CSNT,WILSHIRE BLVD,WOMEN,69990.0,38900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
168197-WINE,168197,WINE,WILSHIRE BLVD,WOMEN,69990.0,38900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
168108-BBK,168108,BBK,WILSHIRE BLVD,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5571.0,0.0
168108-DKBR,168108,DKBR,WILSHIRE BLVD,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5101.0,0.0
168108-TPE,168108,TPE,WILSHIRE BLVD,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2503.0,0.0
144211-BBK,144211,BBK,GLACIAL ULTRA,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1377.0,0.0
144211-DKTP,144211,DKTP,GLACIAL ULTRA,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110.0,0.0
169119-BLK,169119,BLK,EASY GOING,WOMEN,67990.0,37750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5755.0,0.0
169119-CHOC,169119,CHOC,EASY GOING,WOMEN,67990.0,37750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5655.0,0.0
169119-TPE,169119,TPE,EASY GOING,WOMEN,67990.0,37750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1446.0,0.0
168368-BBK,168368,BBK,EASY GOING,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
168368-CHOC,168368,CHOC,EASY GOING,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
168191-BBK,168191,BBK,EASY GOING,WOMEN,59990.0,33350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
168191-CHOC,168191,CHOC,EASY GOING,WOMEN,59990.0,33350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
168191-TPE,168191,TPE,EASY GOING,WOMEN,59990.0,33350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
144845-BBK,144845,BBK,ON-THE-GO ENCORE,WOMEN,59990.0,33350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
144845-CSNT,144845,CSNT,ON-THE-GO ENCORE,WOMEN,59990.0,33350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
144845-OLV,144845,OLV,ON-THE-GO ENCORE,WOMEN,59990.0,33350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
169171-BBK,169171,BBK,PARALLEL LITE,WOMEN,67990.0,37750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1530.0,0.0
169171-CHOC,169171,CHOC,PARALLEL LITE,WOMEN,67990.0,37750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1436.0,0.0
167960-BBK,167960,BBK,ARCH FIT MARLIE,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1524.0,0.0
167960-CHOC,167960,CHOC,ARCH FIT MARLIE,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1434.0,0.0
168303-BBK,168303,BBK,COZY CITY,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
168303-CHOC,168303,CHOC,COZY CITY,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
114625-BBK,114625,BBK,BOBS TANGO,WOMEN,54990.0,30550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3748.0,0.0
114625-CCL,114625,CCL,BOBS TANGO,WOMEN,54990.0,30550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2617.0,0.0
114625-TAN,114625,TAN,BOBS TANGO,WOMEN,54990.0,30550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1854.0,0.0
114255-BBK,114255,BBK,BOBS WANDER LUXE,WOMEN,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
114255-BRN,114255,BRN,BOBS WANDER LUXE,WOMEN,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
190209-CSNT,190209,CSNT,KEEPSAKES COZY,WOMEN,72990.0,40550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
190209-SND,190209,SND,KEEPSAKES COZY,WOMEN,72990.0,40550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
190196-BBK,190196,BBK,KEEPSAKES COZY,WOMEN,69990.0,38900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.0,0.0
190196-CSNT,190196,CSNT,KEEPSAKES COZY,WOMEN,69990.0,38900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.0,0.0
190196-SND,190196,SND,KEEPSAKES COZY,WOMEN,69990.0,38900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
177237-BLK,177237,BLK,HI-RYZE,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8998.0,0.0
177237-OFWT,177237,OFWT,HI-RYZE,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7356.0,0.0
169144-BBK,169144,BBK,KEEP COZY,WOMEN,54990.0,30550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
169144-CHOC,169144,CHOC,KEEP COZY,WOMEN,54990.0,30550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
169144-LPD,169144,LPD,KEEP COZY,WOMEN,54990.0,30550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
168245-BBK,168245,BBK,COZY CHATEAU,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
168245-CSNT,168245,CSNT,COZY CHATEAU,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
168246-BBK,168246,BBK,COZY CHATEAU,WOMEN,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
168246-CHOC,168246,CHOC,COZY CHATEAU,WOMEN,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
159723-BBK,159723,BBK,EASY GOING,WOMEN,54990.0,30550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
159723-CHOC,159723,CHOC,EASY GOING,WOMEN,54990.0,30550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
159723-DKTP,159723,DKTP,EASY GOING,WOMEN,54990.0,30550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
159421-BLK,159421,BLK,EASY GOING,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
159421-CHOC,159421,CHOC,EASY GOING,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
159421-CSNT,159421,CSNT,EASY GOING,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
169104-BBK,169104,BBK,EASY GOING,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
169104-CHOC,169104,CHOC,EASY GOING,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
169104-TAN,169104,TAN,EASY GOING,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
167870-BLK,167870,BLK,EASY GOING,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2520.0,0.0
167870-TPE,167870,TPE,EASY GOING,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
167870-CHOC,167870,CHOC,EASY GOING,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2567.0,0.0
168106-BBK,168106,BBK,WILSHIRE BLVD,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
168106-CSNT,168106,CSNT,WILSHIRE BLVD,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
175561-BBK,175561,BBK,GO WALK ARCH FIT JOY BOOT,WOMEN,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
175561-BRN,175561,BRN,GO WALK ARCH FIT JOY BOOT,WOMEN,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
169048-BLK,169048,BLK,COZY CAMPFIRE,WOMEN,42990.0,23900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1113.0,0.0
169048-CHOC,169048,CHOC,COZY CAMPFIRE,WOMEN,42990.0,23900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1002.0,0.0
114531-CHOC,114531,CHOC,COZY CHILL,WOMEN,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
114531-CSNT,114531,CSNT,COZY CHILL,WOMEN,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
114762-BBK,114762,BBK,KEEPSAKES LITE,WOMEN,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3093.0,0.0
114762-TPE,114762,TPE,KEEPSAKES LITE,WOMEN,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3133.0,0.0
150839-BKMT,150839,BKMT,CONTOUR FOAM,WOMEN,74990.0,41650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
190030-NTMT,190030,NTMT,UNO,WOMEN,77990.0,43350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
190040-BKPK,190040,BKPK,UNO,WOMEN,67990.0,37750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
190040-WPK,190040,WPK,UNO,WOMEN,67990.0,37750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
190040-WMLT,190040,WMLT,UNO,WOMEN,67990.0,37750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0
190041-MLT,190041,MLT,UNO,WOMEN,67990.0,37750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0
190044-MLT,190044,MLT,ARCH FIT ARCADE,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
150837-MLT,150837,MLT,D'LITES,WOMEN,59990.0,33350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
302768L-HPMT,302768L,HPMT,ETERNAL HEART LIGHTS,KIDS,42990.0,23900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
302768L-NVMT,302768L,NVMT,ETERNAL HEART LIGHTS,KIDS,42990.0,23900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
303709L-BKMT,303709L,BKMT,COSMIC GLOW,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1594.0,0.0
303709L-SMLT,303709L,SMLT,COSMIC GLOW,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,926.0,0.0
303729L-LGMT,303729L,LGMT,SKECHERS SOLA GLOW 2.0,KIDS,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2986.0
303729L-LVAQ,303729L,LVAQ,SKECHERS SOLA GLOW 2.0,KIDS,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2916.0,0.0
303729L-NVPK,303729L,NVPK,SKECHERS SOLA GLOW 2.0,KIDS,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4443.0,4932.0
303740L-LPMT,303740L,LPMT,DIVINE HEART LIGHTS,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
303740L-LVMT,303740L,LVMT,DIVINE HEART LIGHTS,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
303771L-LVMT,303771L,LVMT,WAVE 92 LIGHTS,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
303771L-BKMT,303771L,BKMT,WAVE 92 LIGHTS,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304553L-PKMT,304553L,PKMT,PIXEL KICKS,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0,0
304553L-SMLT,304553L,SMLT,PIXEL KICKS,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0,0
303488L-BKMT,303488L,BKMT,BOUNDER PRO,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1876.0
303488L-NVMT,303488L,NVMT,BOUNDER PRO,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
303488L-LVMT,303488L,LVMT,BOUNDER PRO,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1450.0
304104L-ROS,304104L,ROS,CONTOUR FOAM,KIDS,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1461.0
304104L-BLU,304104L,BLU,CONTOUR FOAM,KIDS,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,936.0,0.0
303949L-BKRG,303949L,BKRG,CONTOUR FOAM,KIDS,42990.0,23900.0,0.0,0.0,12.0,0.0,12.0,12.0,36.0,0,0
303949L-LAV,303949L,LAV,CONTOUR FOAM,KIDS,42990.0,23900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
303949L-WTRG,303949L,WTRG,CONTOUR FOAM,KIDS,42990.0,23900.0,0.0,0.0,12.0,0.0,12.0,12.0,36.0,0,0
303949L-WLV,303949L,WLV,CONTOUR FOAM,KIDS,42990.0,23900.0,0.0,0.0,12.0,0.0,0.0,12.0,24.0,1853.0,1509.0
303949L-NTTP,303949L,NTTP,CONTOUR FOAM,KIDS,42990.0,23900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1677.0
302526L-BKNT,302526L,BKNT,D'LITES,KIDS,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.0,0.0
302526L-NTMT,302526L,NTMT,D'LITES,KIDS,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,774.0,0.0
302526L-WSL,302526L,WSL,D'LITES,KIDS,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,772.0,0.0
304154L-BKW,304154L,BKW,D'LITES,KIDS,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,2083.0
304154L-RSGD,304154L,RSGD,D'LITES,KIDS,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1594.0
304154L-WSL,304154L,WSL,D'LITES,KIDS,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1490.0
304154L-BBK,304154L,BBK,D'LITES,KIDS,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304155L-WSL,304155L,WSL,D'LITES,KIDS,44990.0,25000.0,0.0,0.0,0.0,12.0,12.0,12.0,36.0,0.0,396.0
304155L-BKW,304155L,BKW,D'LITES,KIDS,44990.0,25000.0,0.0,0.0,0.0,12.0,12.0,12.0,36.0,1176.0,396.0
304155L-RSGD,304155L,RSGD,D'LITES,KIDS,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0
304013L-BKRG,304013L,BKRG,GLIDE-STEP +,KIDS,49990.0,27750.0,0.0,0.0,12.0,12.0,12.0,12.0,48.0,0,0
304013L-WSL,304013L,WSL,GLIDE-STEP +,KIDS,49990.0,27750.0,0.0,0.0,12.0,12.0,0.0,12.0,36.0,0,0
304013L-LAV,304013L,LAV,GLIDE-STEP +,KIDS,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
303654L-BKMT,303654L,BKMT,GLIDE-STEP +,KIDS,47990.0,26650.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,1575.0
303654L-GYPK,303654L,GYPK,GLIDE-STEP +,KIDS,47990.0,26650.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0,0
303654L-BKPR,303654L,BKPR,GLIDE-STEP +,KIDS,47990.0,26650.0,0.0,0.0,12.0,12.0,12.0,12.0,48.0,1252.0,2803.0
303654L-WBTQ,303654L,WBTQ,GLIDE-STEP +,KIDS,47990.0,26650.0,0.0,0.0,12.0,0.0,12.0,12.0,36.0,932.0,2892.0
303684L-BKBL,303684L,BKBL,MAX CUSHIONING GLIDE-STEP,KIDS,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876.0,848.0
303684L-SLT,303684L,SLT,MAX CUSHIONING GLIDE-STEP,KIDS,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,684.0,112.0
304214L-BKMT,304214L,BKMT,SKX AERO SPARK,KIDS,44990.0,25000.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0,0
304214L-HPMT,304214L,HPMT,SKX AERO SPARK,KIDS,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304214L-NVMT,304214L,NVMT,SKX AERO SPARK,KIDS,44990.0,25000.0,0.0,0.0,12.0,0.0,0.0,12.0,24.0,0,0
304214L-WMLT,304214L,WMLT,SKX AERO SPARK,KIDS,44990.0,25000.0,0.0,0.0,12.0,0.0,0.0,12.0,24.0,0,0
303855L-BLK,303855L,BLK,GO RUN 400 V2,KIDS,42990.0,23900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2201.0,0.0
303855L-LAV,303855L,LAV,GO RUN 400 V2,KIDS,42990.0,23900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3533.0,0.0
304250L-GYLB,304250L,GYLB,GO RUN 400 V2,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1904.0
304250L-NVLV,304250L,NVLV,GO RUN 400 V2,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2791.0
304052L-LVMT,304052L,LVMT,MICROSPEC VELOCITY,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304052L-NVMT,304052L,NVMT,MICROSPEC VELOCITY,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304052L-BKMT,304052L,BKMT,MICROSPEC VELOCITY,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304215L-BLK,304215L,BLK,GO RUN CONSISTENT 3,KIDS,42990.0,23900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304215L-GRY,304215L,GRY,GO RUN CONSISTENT 3,KIDS,42990.0,23900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304215L-LAV,304215L,LAV,GO RUN CONSISTENT 3,KIDS,42990.0,23900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304216L-BLK,304216L,BLK,GO RUN CONSISTENT 3,KIDS,42990.0,23900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304216L-LAV,304216L,LAV,GO RUN CONSISTENT 3,KIDS,42990.0,23900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
303964L-OFWT,303964L,OFWT,GO RUN CONSISTENT 2.0,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1797.0,0.0
303964L-WBK,303964L,WBK,GO RUN CONSISTENT 2.0,KIDS,39990.0,22200.0,0.0,0.0,12.0,12.0,12.0,12.0,48.0,982.0,0.0
303979L-NAT,303979L,NAT,GO RUN CONSISTENT 2.0,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1410.0
303979L-BKRG,303979L,BKRG,GO RUN CONSISTENT 2.0,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5134.0,1455.0
303980L-BKRG,303980L,BKRG,GO RUN CONSISTENT 2.0,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1280.0
303980L-NAT,303980L,NAT,GO RUN CONSISTENT 2.0,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2653.0
304067L-BLK,304067L,BLK,BOUNDER 3.0,KIDS,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304067L-GRY,304067L,GRY,BOUNDER 3.0,KIDS,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304067L-PNK,304067L,PNK,BOUNDER 3.0,KIDS,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
303690L-LTGY,303690L,LTGY,BOUNDER PRO,KIDS,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
303690L-LTPK,303690L,LTPK,BOUNDER PRO,KIDS,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2387.0,0.0
303690L-NVY,303690L,NVY,BOUNDER PRO,KIDS,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4115.0
303690L-BLK,303690L,BLK,BOUNDER PRO,KIDS,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7206.0,6012.0
303580L-LAV,303580L,LAV,GO RUN 400 V2,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,964.0,1470.0
303580L-BLK,303580L,BLK,GO RUN 400 V2,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2705.0,2131.0
303580L-NVY,303580L,NVY,GO RUN 400 V2,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,1738.0
303581L-BLK,303581L,BLK,GO RUN 400 V2,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1763.0
303581L-LAV,303581L,LAV,GO RUN 400 V2,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.0
303581L-NVY,303581L,NVY,GO RUN 400 V2,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1086.0
303989L-BLK,303989L,BLK,MAX RUN,KIDS,34990.0,19450.0,0.0,0.0,12.0,0.0,15.0,0.0,27.0,1302.0,0.0
303989L-NVY,303989L,NVY,MAX RUN,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,1248.0,0.0
304210L-BKHP,304210L,BKHP,SKECHERS ELITE SPORT PULSE,KIDS,34990.0,19450.0,0.0,0.0,12.0,0.0,0.0,15.0,27.0,0,0
304210L-LTPK,304210L,LTPK,SKECHERS ELITE SPORT PULSE,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2515.0
