archivo,formato,proveedor,marca,seccion,articulo,color,talla_rango,precio_lista,precio_publico,pares,pa02,pa03,pa04,factura_anotada,fila
2025 ZAPATILLAS NW 2025 VERANO MALLA ( CON STOK )  4 8 025.xlsx,NV,,NEW WALK,ZAPATILLAS DAMA,FRIC36,BLACK,,5990,,,,,,,153
2025 ZAPATILLAS NW 2025 VERANO MALLA ( CON STOK )  4 8 025.xlsx,NV,,NEW WALK,ZAPATILLAS DAMA,FRIC36,GREY,,5990,,,,,,,165
2025 ZAPATILLAS NW 2025 VERANO MALLA ( CON STOK )  4 8 025.xlsx,NV,,NEW WALK,ZAPATILLAS DAMA,F3BR31,BLACK,,6990,,,,,,,174
2025 ZAPATILLAS NW 2025 VERANO MALLA ( CON STOK )  4 8 025.xlsx,NV,,NEW WALK,ZAPATILLAS DAMA,F3BR31,LILAC,,,,,,,,,181
2025 ZAPATILLAS NW 2025 VERANO MALLA ( CON STOK )  4 8 025.xlsx,NV,,NEW WALK,ZAPATILLAS DAMA,FHS050,BLACK,,8990,,,,,,,192
2025 ZAPATILLAS NW 2025 VERANO MALLA ( CON STOK )  4 8 025.xlsx,NV,,NEW WALK,ZAPATILLAS DAMA,FHS050,NAVY,,8990,,,,,,,204
2025 ZAPATILLAS NW 2025 VERANO MALLA ( CON STOK )  4 8 025.xlsx,NV,,NEW WALK,ZAPATILLAS DAMA,FHS041,NAVY,,8990,,,,,,,216
2025 ZAPATILLAS NW 2025 VERANO MALLA ( CON STOK )  4 8 025.xlsx,NV,,NEW WALK,ZAPATILLAS DAMA,FHS041,BLACK,,,,,,,,,217
2026 HOMBRE NW ZAPATILLAS MALLA  2025 VERANO  18 8 025.xlsx,NV,,NEW WALK,NEW WALK VERANO 2025-2026,FBK789,BLACK,,7990,,,,,,,26
2026 HOMBRE NW ZAPATILLAS MALLA  2025 VERANO  18 8 025.xlsx,NV,,NEW WALK,NEW WALK VERANO 2025-2026,FBK789,TAUPE,,,,,,,,,27
2026 HOMBRE NW ZAPATILLAS MALLA  2025 VERANO  18 8 025.xlsx,NV,,NEW WALK,NEW WALK VERANO 2025-2026,FHH018,BLACK,,7990,,,,,,,39
2026 HOMBRE NW ZAPATILLAS MALLA  2025 VERANO  18 8 025.xlsx,NV,,NEW WALK,NEW WALK VERANO 2025-2026,FHH072,BLACK,,7990,,,,,,,52
2026 HOMBRE NW ZAPATILLAS MALLA  2025 VERANO  18 8 025.xlsx,NV,,NEW WALK,NEW WALK VERANO 2025-2026,FHH081,BLACK,,7990,,,,,,,65
2026 HOMBRE NW ZAPATILLAS MALLA  2025 VERANO  18 8 025.xlsx,NV,,NEW WALK,NEW WALK VERANO 2025-2026,FHH063,BLACK,,9490,,,,,,,78
2026 HOMBRE NW ZAPATILLAS MALLA  2025 VERANO  18 8 025.xlsx,NV,,NEW WALK,NEW WALK VERANO 2025-2026,FHH009,BLACK,,9490,,,,,,,91
2026 HOMBRE NW ZAPATILLAS MALLA  2025 VERANO  18 8 025.xlsx,NV,,NEW WALK,NEW WALK VERANO 2025-2026,FHH090,BLACK,,8990,,,,,,,104
2026 HOMBRE NW ZAPATILLAS MALLA  2025 VERANO  18 8 025.xlsx,NV,,NEW WALK,NEW WALK VERANO 2025-2026,FHH090,NAVY,,,,,,,,,105
2026 HOMBRE NW ZAPATILLAS MALLA  2025 VERANO  18 8 025.xlsx,NV,,NEW WALK,NEW WALK VERANO 2025-2026,FHH090,BEIGE,,,,,,,,,106
2026 NATGEO KIDS       INVIERNO 19-08-25.xlsx,NV,,NATGEO,CATALOGO DE  NATGEO KIDS INV 2025,140945,GREY/NAVY,,16990,,,,,,,26
2026 NATGEO KIDS       INVIERNO 19-08-25.xlsx,NV,,NATGEO,CATALOGO DE  NATGEO KIDS INV 2025,140945,BLACK/GREEN,,16990,,,,,,,39
2026 NATGEO KIDS       INVIERNO 19-08-25.xlsx,NV,,NATGEO,CATALOGO DE  NATGEO KIDS INV 2025,140995,NAVY,,16990,,,,,,,53
2026 NATGEO KIDS       INVIERNO 19-08-25.xlsx,NV,,NATGEO,CATALOGO DE  NATGEO KIDS INV 2025,140995,BROWN,,16990,,,,,,,67
2026 NATGEO KIDS       INVIERNO 19-08-25.xlsx,NV,,NATGEO,CATALOGO DE  NATGEO KIDS INV 2025,141006,LILAC,,17990,,,,,,,82
2026 NATGEO KIDS       INVIERNO 19-08-25.xlsx,NV,,NATGEO,CATALOGO DE  NATGEO KIDS INV 2025,141006,GREY,,17990,,,,,,,96
2026 NATGEO KIDS       INVIERNO 19-08-25.xlsx,NV,,NATGEO,CATALOGO DE  NATGEO KIDS INV 2025,N22881,WHITE,,14990,,,,,,,110
2026 NATGEO KIDS       INVIERNO 19-08-25.xlsx,NV,,NATGEO,CATALOGO DE  NATGEO KIDS INV 2025,K2303,NAVY,,19990,,,,,,,124
2026 NATGEO KIDS       INVIERNO 19-08-25.xlsx,NV,,NATGEO,CATALOGO DE  NATGEO KIDS INV 2025,K23901,NAVY/ORANGE,,19990,,,,,,,138
2026 NATGEO KIDS       INVIERNO 19-08-25.xlsx,NV,,NATGEO,CATALOGO DE  NATGEO KIDS INV 2025,N23993,BLACK,,19990,,,,,,,152
2026 NATGEO KIDS       INVIERNO 19-08-25.xlsx,NV,,NATGEO,CATALOGO DE  NATGEO KIDS INV 2025,N221121,GREY,,19990,,,,,,,166
2026 NATGEO KIDS       INVIERNO 19-08-25.xlsx,NV,,NATGEO,CATALOGO DE  NATGEO KIDS INV 2025,N221121,PINK,,19990,,,,,,,180
2026 NATGEO KIDS       INVIERNO 19-08-25.xlsx,NV,,NATGEO,CATALOGO DE  NATGEO KIDS INV 2025,140089,BLACK,,19990,,,,,,,194
2026 NATGEO KIDS       INVIERNO 19-08-25.xlsx,NV,,NATGEO,CATALOGO DE  NATGEO KIDS INV 2025,AMP-LB305,PINK,,9990,,,,,,,208
2026 NATGEO KIDS       INVIERNO 19-08-25.xlsx,NV,,NATGEO,CATALOGO DE  NATGEO KIDS INV 2025,AMP-LB304,NAVY,,9990,,,,,,,222
2026 NATGEO KIDS       INVIERNO 19-08-25.xlsx,NV,,NATGEO,CATALOGO DE  NATGEO KIDS INV 2025,HK522722-A0,TEC+PUWATERPROOF,,19990,,,,,,,236
2026 NATGEO KIDS       INVIERNO 19-08-25.xlsx,NV,,NATGEO,CATALOGO DE  NATGEO KIDS INV 2025,HK522722-A0,28-35=2 2 2 2 2 2 2 2= 16,,,,,,,,,241
2026 NATGEO KIDS       INVIERNO 19-08-25.xlsx,NV,,NATGEO,CATALOGO DE  NATGEO KIDS INV 2025,HK523330-90,TEC+PU WATERPROOF,,19990,,,,,,,250
2026 NATGEO KIDS       INVIERNO 19-08-25.xlsx,NV,,NATGEO,CATALOGO DE  NATGEO KIDS INV 2025,HK523330-90,28-35=2 2 2 2 2 2 2 2= 16,,,,,,,,,255
2026 NATGEO KIDS       INVIERNO 19-08-25.xlsx,NV,,NATGEO,CATALOGO DE  NATGEO KIDS INV 2025,HK523330-A0,TEC+PU WATERPROOF,,19990,,,,,,,264
2026 NATGEO KIDS       INVIERNO 19-08-25.xlsx,NV,,NATGEO,CATALOGO DE  NATGEO KIDS INV 2025,HK523330-A0,28-35=2 2 2 2 2 2 2 2= 16,,,,,,,,,269
2026 NATGEO KIDS       INVIERNO 19-08-25.xlsx,NV,,NATGEO,CATALOGO DE  NATGEO KIDS INV 2025,HK52279-90,BLACK,,,,,,,,,277
2026 NATGEO KIDS       INVIERNO 19-08-25.xlsx,NV,,NATGEO,CATALOGO DE  NATGEO KIDS INV 2025,HK52279-90,,,19990,,,,,,,278
2026 NATGEO KIDS       INVIERNO 19-08-25.xlsx,NV,,NATGEO,CATALOGO DE  NATGEO KIDS INV 2025,HK52279-90,28-35=2 2 2 2 2 2 2  2 2 =18,,,,,,,,,282
2026 VERAZZI BOTINES Y ZAPATILLAS  KIDS   INVIERNO    2026   19-08-25.xlsx,NV,,VERAZZI,"CATALOGO de VERAZZI  KIDS INVIERNO  2026,",2606-1,WINE,,15990,,,,,,,26
2026 VERAZZI BOTINES Y ZAPATILLAS  KIDS   INVIERNO    2026   19-08-25.xlsx,NV,,VERAZZI,"CATALOGO de VERAZZI  KIDS INVIERNO  2026,",2606-1,BLACK,,15990,,,,,,,39
2026 VERAZZI BOTINES Y ZAPATILLAS  KIDS   INVIERNO    2026   19-08-25.xlsx,NV,,VERAZZI,"CATALOGO de VERAZZI  KIDS INVIERNO  2026,",2606-5,BLACK,,14990,,,,,,,53
2026 VERAZZI BOTINES Y ZAPATILLAS  KIDS   INVIERNO    2026   19-08-25.xlsx,NV,,VERAZZI,"CATALOGO de VERAZZI  KIDS INVIERNO  2026,",2607-1,BLACK,,16990,,,,,,,66
2026 VERAZZI BOTINES Y ZAPATILLAS  KIDS   INVIERNO    2026   19-08-25.xlsx,NV,,VERAZZI,"CATALOGO de VERAZZI  KIDS INVIERNO  2026,",2607-2,COFFE,,16990,,,,,,,81
2026 VERAZZI BOTINES Y ZAPATILLAS  KIDS   INVIERNO    2026   19-08-25.xlsx,NV,,VERAZZI,"CATALOGO de VERAZZI  KIDS INVIERNO  2026,",2607-2,BLACK,,16990,,,,,,,95
2026 VERAZZI BOTINES Y ZAPATILLAS  KIDS   INVIERNO    2026   19-08-25.xlsx,NV,,VERAZZI,"CATALOGO de VERAZZI  KIDS INVIERNO  2026,",2607-3,NAVY,,16990,,,,,,,109
2026 VERAZZI BOTINES Y ZAPATILLAS  KIDS   INVIERNO    2026   19-08-25.xlsx,NV,,VERAZZI,"CATALOGO de VERAZZI  KIDS INVIERNO  2026,",2607-3,BLACK,,16990,,,,,,,123
2026 VERAZZI BOTINES Y ZAPATILLAS  KIDS   INVIERNO    2026   19-08-25.xlsx,NV,,VERAZZI,"CATALOGO de VERAZZI  KIDS INVIERNO  2026,",SR24012,GREY/BLACK,,11990,,,,,,,137
2026 VERAZZI BOTINES Y ZAPATILLAS  KIDS   INVIERNO    2026   19-08-25.xlsx,NV,,VERAZZI,"CATALOGO de VERAZZI  KIDS INVIERNO  2026,",SR24012,TOUPE/GREEN,,11990,,,,,,,151
2026 VERAZZI BOTINES Y ZAPATILLAS  KIDS   INVIERNO    2026   19-08-25.xlsx,NV,,VERAZZI,"CATALOGO de VERAZZI  KIDS INVIERNO  2026,",SR24008,PURPURE,,10990,,,,,,,165
2026 VERAZZI BOTINES Y ZAPATILLAS  KIDS   INVIERNO    2026   19-08-25.xlsx,NV,,VERAZZI,"CATALOGO de VERAZZI  KIDS INVIERNO  2026,",SR24008,COFEE/BLACK,,10990,,,,,,,179
2026 VERAZZI BOTINES Y ZAPATILLAS  KIDS   INVIERNO    2026   19-08-25.xlsx,NV,,VERAZZI,"CATALOGO de VERAZZI  KIDS INVIERNO  2026,",SR24008,BLACK,,10990,,,,,,,193
2026 VERAZZI BOTINES Y ZAPATILLAS  KIDS   INVIERNO    2026   19-08-25.xlsx,NV,,VERAZZI,"CATALOGO de VERAZZI  KIDS INVIERNO  2026,",K22831,BLUE,,13990,,,,,,,207
2026 VERAZZI BOTINES Y ZAPATILLAS  KIDS   INVIERNO    2026   19-08-25.xlsx,NV,,VERAZZI,"CATALOGO de VERAZZI  KIDS INVIERNO  2026,",K22831,BLACK,,13990,,,,,,,221
2026 VERAZZI BOTINES Y ZAPATILLAS  KIDS   INVIERNO    2026   19-08-25.xlsx,NV,,VERAZZI,"CATALOGO de VERAZZI  KIDS INVIERNO  2026,",K231238,GREY/BLACK,,12990,,,,,,,235
2026 VERAZZI BOTINES Y ZAPATILLAS  KIDS   INVIERNO    2026   19-08-25.xlsx,NV,,VERAZZI,"CATALOGO de VERAZZI  KIDS INVIERNO  2026,",K23855,GREY,,13990,,,,,,,249
2026 VERAZZI BOTINES Y ZAPATILLAS  KIDS   INVIERNO    2026   19-08-25.xlsx,NV,,VERAZZI,"CATALOGO de VERAZZI  KIDS INVIERNO  2026,",K23855,BROWN,,13990,,,,,,,263
2026 VERAZZI BOTINES Y ZAPATILLAS  KIDS   INVIERNO    2026   19-08-25.xlsx,NV,,VERAZZI,"CATALOGO de VERAZZI  KIDS INVIERNO  2026,",HL25101,NAVY,,14990,,,,,,,276
2026 VERAZZI BOTINES Y ZAPATILLAS  KIDS   INVIERNO    2026   19-08-25.xlsx,NV,,VERAZZI,"CATALOGO de VERAZZI  KIDS INVIERNO  2026,",HL25101,BLACK-RED,,,,,,,,,287
2026 VERAZZI BOTINES Y ZAPATILLAS  KIDS   INVIERNO    2026   19-08-25.xlsx,NV,,VERAZZI,"CATALOGO de VERAZZI  KIDS INVIERNO  2026,",HL25101,,,14990,,,,,,,288
2026 VERAZZI BOTINES Y ZAPATILLAS  KIDS   INVIERNO    2026   19-08-25.xlsx,NV,,VERAZZI,"CATALOGO de VERAZZI  KIDS INVIERNO  2026,",SR25701,,,11990,,,,,,,300
2026 VERAZZI BOTINES Y ZAPATILLAS  KIDS   INVIERNO    2026   19-08-25.xlsx,NV,,VERAZZI,"CATALOGO de VERAZZI  KIDS INVIERNO  2026,",SR25701,,,11990,,,,,,,312
2026 VERAZZI BOTINES Y ZAPATILLAS  KIDS   INVIERNO    2026   19-08-25.xlsx,NV,,VERAZZI,"CATALOGO de VERAZZI  KIDS INVIERNO  2026,",SR25701,BLACK-PINK,,,,,,,,,323
2026 VERAZZI BOTINES Y ZAPATILLAS  KIDS   INVIERNO    2026   19-08-25.xlsx,NV,,VERAZZI,"CATALOGO de VERAZZI  KIDS INVIERNO  2026,",HL25101,,,14990,,,,,,,324
2026 VERAZZI BOTINES Y ZAPATILLAS  KIDS   INVIERNO    2026   19-08-25.xlsx,NV,,VERAZZI,"CATALOGO de VERAZZI  KIDS INVIERNO  2026,",HL25101,GREY,,14990,,,,,,,336
2026 VERAZZI BOTINES Y ZAPATILLAS  KIDS   INVIERNO    2026   19-08-25.xlsx,NV,,VERAZZI,"CATALOGO de VERAZZI  KIDS INVIERNO  2026,",K201218,PINK,,14990,,,,,,,348
2026 VERAZZI BOTINES Y ZAPATILLAS  KIDS   INVIERNO    2026   19-08-25.xlsx,NV,,VERAZZI,"CATALOGO de VERAZZI  KIDS INVIERNO  2026,",K201218,GREY,,14990,,,,,,,361
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,003,BLANCO,35 - 40,11990,,,,,,,11
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,003,NEGRO,35 - 40,11990,,,,,,,11
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,032,NEGRO,35 - 40,9990,,,,,,,15
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,032,CARAMELO,35 - 40,9990,,,,,,,15
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,605,NEGRO,35 - 40,6990,,,,,15 / 15,,19
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,605,CARAMELO,35 - 40,6990,,,,,15 / 15,,19
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,605,MEMORY FOAM,35 - 40,6990,,,,,15 / 15,,19
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,629,NEGRO,35 - 40,6990,,,,,,,23
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,629,CARAMELO,35 - 40,6990,,,,,,,23
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,629,MEMORY FOAM,35 - 40,6990,,,,,,,23
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,648,NEGRO,35 - 40,7990,,,,,,,27
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,648,CAFÉ,35 - 40,7990,,,,,,,27
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,648,MEMORY FOAM,35 - 40,7990,,,,,,,27
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,658,NEGRO,35 - 40,7490,,,,,,,31
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,658,CARAMELO,35 - 40,7490,,,,,,,31
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,667,NEGRO CHAROL,35 - 40,10490,,,,,,,35
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,677,NEGRO,35 - 40,5990,,,,,,,39
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,677,CARAMELO,35 - 40,5990,,,,,,,39
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,677,MEMORY FOAM,35 - 40,5990,,,,,,,39
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,694,NEGRO,35 - 40,11990,,,,,,,44
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,694,BURDEO,35 - 40,11990,,,,,,,44
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,717,NEGRO,35 - 40,8490,,,,,,,48
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,717,CARAMELO,35 - 40,8490,,,,,,,48
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,737,RAQUELADO NEGRO,35 - 40,11490,,,,,,,52
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,751,NEGRO,35 - 40,8990,,,,,,,56
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,751,CAFÉ,35 - 40,8990,,,,,,,56
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,752,NEGRO,35 - 40,12490,,,,,,,60
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,762,NEGRO,35 - 40,10990,,,,,,,64
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,775,NEGRO,35 - 40,7990,,,,,,,68
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,775,CAFÉ,35 - 40,7990,,,,,,,68
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,775,MEMORY FOAM,35 - 40,7990,,,,,,,68
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,780,NEGRO,34 - 41,6490,,,,,,,73
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,780,CAFÉ,34 - 41,6490,,,,,,,73
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,780,MEMORY FOAM,34 - 41,6490,,,,,,,73
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,786,NEGRO,35 - 40,12490,,,,,,,77
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,816,NEGRO,35 - 40,13990,,,,,,,81
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,820,NEGRO,35 - 42,6490,,,,,,,85
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,820,CAFE,35 - 42,6490,,,,,,,85
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,820,CARAMELO,35 - 42,6490,,,,,,,85
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,820,MEMORY FOAM,35 - 42,6490,,,,,,,85
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,824,NEGRO,35 - 40,12990,,,,,,,89
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,824,CARAMELO,35 - 40,12990,,,,,,,89
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,826,NEGRO,35 - 40,8290,,,,,,,93
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,826,CARAMELO,35 - 40,8290,,,,,,,93
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,834,NEGRO,35 - 40,7990,,,,,,,97
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,843,NEGRO,36 - 41,8490,,,,,,,101
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,843,CARAMELO,36 - 41,8490,,,,,,,101
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,5142,NEGRO,35 - 40,12990,,,,,,,105
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER,MUJER INVIERNO,5142,CAFÉ,35 - 40,12990,,,,,,,105
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER FOR MEN,HOMBRE INVIERNO,921,NEGRO,39 - 44,8490,,,,,,,111
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER FOR MEN,HOMBRE INVIERNO,921,CAFÉ,39 - 44,8490,,,,,,,111
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER FOR MEN,HOMBRE INVIERNO,921,MEMORY FOAM,39 - 44,8490,,,,,,,111
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER FOR MEN,HOMBRE INVIERNO,923,NEGRO,39 - 46,5990,,,,,,,116
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER FOR MEN,HOMBRE INVIERNO,923,AZUL,39 - 46,5990,,,,,,,116
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER FOR MEN,HOMBRE INVIERNO,923,MEMORY FOAM,39 - 46,5990,,,,,,,116
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER FOR MEN,HOMBRE INVIERNO,926,NEGRO,39 - 46,6490,,,,,,,120
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER FOR MEN,HOMBRE INVIERNO,926,CAFÉ,39 - 46,6490,,,,,,,120
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER FOR MEN,HOMBRE INVIERNO,926,MEMORY FOAM,39 - 46,6490,,,,,,,120
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER FOR MEN,HOMBRE INVIERNO,931,NEGRO,39 - 46,7490,,,,,,,124
ARISTO TEBES INVIERNO 2026.xlsx,TEBES,ARISTO,PASSER FOR MEN,HOMBRE INVIERNO,931,CAQUI,39 - 46,7490,,,,,,,124
BOTAS Y BOTINES NEWWALK INV  19 5  025.xlsx,NV,,NEW WALK,INVIERNO 2025,LRWM-049,BLACK,35 - 40,12990,,,,,,,24
BOTAS Y BOTINES NEWWALK INV  19 5  025.xlsx,NV,,NEW WALK,INVIERNO 2025,FBC256-90,BLACK,35 - 40,12990,,,,,,,33
BOTAS Y BOTINES NEWWALK INV  19 5  025.xlsx,NV,,NEW WALK,INVIERNO 2025,FA4682,BROWN,35 - 40,11990,,,,,,,42
BOTAS Y BOTINES NEWWALK INV  19 5  025.xlsx,NV,,NEW WALK,INVIERNO 2025,FA4682,BLACK,,,,,,,,,43
BOTAS Y BOTINES NEWWALK INV  19 5  025.xlsx,NV,,NEW WALK,INVIERNO 2025,FA5793-90,BLACK,35 - 40,12990,,,,,,,51
BOTAS Y BOTINES NEWWALK INV  19 5  025.xlsx,NV,,NEW WALK,INVIERNO 2025,FHB477,BLACK,35 - 40,11990,,,,,,,60
BOTAS Y BOTINES NEWWALK INV  19 5  025.xlsx,NV,,NEW WALK,INVIERNO 2025,FHB477,BLACK SHINE,,,,,,,,,61
BOTAS Y BOTINES NEWWALK INV  19 5  025.xlsx,NV,,NEW WALK,INVIERNO 2025,FHB582,BLACK,35 - 40,11990,,,,,,,69
BOTAS Y BOTINES NEWWALK INV  19 5  025.xlsx,NV,,NEW WALK,INVIERNO 2025,101701A01,BLACK,35 - 40,11990,,,,,,,78
BOTAS Y BOTINES NEWWALK INV  19 5  025.xlsx,NV,,NEW WALK,INVIERNO 2025,101701A02,,35 - 40,11990,,,,,,,87
BOTAS Y BOTINES NEWWALK INV  19 5  025.xlsx,NV,,NEW WALK,INVIERNO 2025,101701A02,KHAKI,,,,,,,,,88
BOTAS Y BOTINES NEWWALK INV  19 5  025.xlsx,NV,,NEW WALK,INVIERNO 2025,FBC257,BLACK,35 - 40,11990,,,,,,,96
INTERCO TEBES INVIERNO 2026.xlsx,TEBES,INTERCO,BAMBOO,NIÑO,1809,NEGRO,30 - 35,12990,,,15,15,15,,9
INTERCO TEBES INVIERNO 2026.xlsx,TEBES,INTERCO,BAMBOO,NIÑO,1809,BEIGE,30 - 35,12990,,,15,15,15,,9
INTERCO TEBES INVIERNO 2026.xlsx,TEBES,INTERCO,BAMBOO,NIÑO,1816,NEGRO CHAROL,30 - 35,14990,,,15/FACT 191825,15/FACT 191825,15/FACT 191825,191825,13
INTERCO TEBES INVIERNO 2026.xlsx,TEBES,INTERCO,BAMBOO,NIÑO,1816,CIERRE INTERIOR,30 - 35,14990,,,15/FACT 191825,15/FACT 191825,15/FACT 191825,191825,13
INTERCO TEBES INVIERNO 2026.xlsx,TEBES,INTERCO,BAMBOO,NIÑO,1824,NEGRO CHAROL,30 - 35,12990,,,15/FACT 191825,15/FACT 191825,,191825,17
INTERCO TEBES INVIERNO 2026.xlsx,TEBES,INTERCO,BAMBOO,NIÑO,1824,CIERRE INTERIOR,30 - 35,12990,,,15/FACT 191825,15/FACT 191825,,191825,17
INTERCO TEBES INVIERNO 2026.xlsx,TEBES,INTERCO,BAMBOO,NIÑO,2920,BLANCO / NEGRO,26 - 29,10990,,,15 / 15,,,,22
INTERCO TEBES INVIERNO 2026.xlsx,TEBES,INTERCO,BAMBOO,NIÑO,2920,BLANCO/NEGRO,26 - 29,10990,,,15 / 15,,,,22
INTERCO TEBES INVIERNO 2026.xlsx,TEBES,INTERCO,BAMBOO,NIÑO,2920,BLANCO /ROSADO,26 - 29,10990,,,15 / 15,,,,22
INTERCO TEBES INVIERNO 2026.xlsx,TEBES,INTERCO,BAMBOO,NIÑO,2920,BLANCO / ROSADO,26 - 29,10990,,,15 / 15,,,,22
INTERCO TEBES INVIERNO 2026.xlsx,TEBES,INTERCO,UNS,NIÑO,2937,BLANCO / NEGRO,26 - 29,10990,,,15 / 15 / 15 / 15,15 / 15,,,26
INTERCO TEBES INVIERNO 2026.xlsx,TEBES,INTERCO,UNS,NIÑO,2937,BLANCO/NEGRO,26 - 29,10990,,,15 / 15 / 15 / 15,15 / 15,,,26
