articulo,productos_afectados,cat_antes(ids),cat_despues,especialidades,genero_migrado,accion
98150L-BKW,4,1,Zapatillas,"urbano,oficial",0,APPLY
982 LTPK,1,1,Zapatillas,urbano,0,APPLY
98201L-BKGY,6,1,Zapatillas,urbano,0,APPLY
98201L-WGRY,4,1,Zapatillas,urbano,0,APPLY
9825,2,1,Zapatillas,urbano,0,APPLY
9829,1,1,Zapatillas,urbano,0,APPLY
9830,2,1,Zapatillas,urbano,0,APPLY
98302L-NVBK,1,1,Zapatillas,urbano,0,APPLY
98303L-BKCC,2,1,Zapatillas,urbano,0,APPLY
98303L-NVBK,2,1,Zapatillas,urbano,0,APPLY
9835,4,1,Zapatillas,urbano,0,APPLY
986472L,1,1,Zapatillas,urbano,0,APPLY
996218L-BMLT,2,1,Zapatillas,urbano,0,APPLY
996224L,1,1,Zapatillas,urbano,0,APPLY
996258L,2,1,Zapatillas,urbano,0,APPLY
996276L,1,1,Zapatillas,urbano,0,APPLY
996452L-BBK,2,1,Zapatillas,"urbano,negro",0,APPLY
996472-PKMT,2,1,Zapatillas,urbano,0,APPLY
996472L,3,1,Zapatillas,urbano,0,APPLY
996472L-NVMT,5,1,Zapatillas,urbano,0,APPLY
996472L-PKMT,3,1,Zapatillas,urbano,0,APPLY
996479L-WMLT,6,1,Zapatillas,urbano,0,APPLY
998023L,1,1,Zapatillas,urbano,0,APPLY
998061L,4,1,Zapatillas,"urbano,oficial",0,APPLY
998061L-BMLT,3,1,Zapatillas,"urbano,oficial",0,APPLY
998091N,2,1,Zapatillas,urbano,0,APPLY
998212L-BBK,3,1,Zapatillas,urbano,0,APPLY
998212L-WNV,5,1,Zapatillas,urbano,0,APPLY
999087-BBK,2,1,Zapatillas,urbano,0,APPLY
999610-BBK,3,46,Zapatillas,urbano,0,APPLY
999613,2,1,Zapatillas,urbano,0,APPLY
999693,4,1;46,Zapatillas,"urbano,oficial",0,APPLY
999693-BBK,3,46,Zapatillas,"urbano,negro",0,APPLY
999700,1,46,Zapatillas,"urbano,oficial",0,APPLY
999700-BBK,2,46,Zapatillas,"urbano,negro",0,APPLY
999702,2,46,Zapatillas,urbano,0,APPLY
999843L,1,1,Zapatillas,urbano,0,APPLY
9999022,1,1,Zapatillas,urbano,0,APPLY
99999334,2,46,Zapatillas,urbano,0,APPLY
99999425-BBK,3,1,Zapatillas,"urbano,negro",0,APPLY
99999624,2,1,Zapatillas,urbano,0,APPLY
99999688,1,1,Zapatillas,urbano,0,APPLY
99999789-BMLT,2,1,Zapatillas,urbano,0,APPLY
999999789,2,46,Zapatillas,urbano,0,APPLY
A01912-001,2,1,Zapatillas,urbano,0,APPLY
A03273-060,1,1,Zapatillas,urbano,0,APPLY
A03273-410,1,1,Zapatillas,urbano,0,APPLY
A04485-002,1,1,Zapatillas,urbano,0,APPLY
A04485-300,1,1,Zapatillas,urbano,0,APPLY
A04485-400,1,1,Zapatillas,urbano,0,APPLY
A04486-003,1,1,Zapatillas,urbano,0,APPLY
A062-3B,2,1,Zapatillas,urbano,0,APPLY
A08231-1,3,1,Zapatillas,urbano,0,APPLY
A53,8,1;2,Zapatillas,urbano,0,APPLY
A908-P-6,2,1,Zapatillas,urbano,0,APPLY
A908-W-6,4,1,Zapatillas,urbano,0,APPLY
AA0544-001,1,1,Zapatillas,urbano,0,APPLY
AA1625-001,1,1,Zapatillas,urbano,0,APPLY
AA1625-407,2,1,Zapatillas,urbano,0,APPLY
AA2146-003,2,1,Zapatillas,urbano,0,APPLY
AA2146-004,1,1,Zapatillas,urbano,0,APPLY
AA2146-015,3,1,Zapatillas,urbano,0,APPLY
AA2146-100,3,1,Zapatillas,urbano,0,APPLY
AA2146-600,1,1,Zapatillas,urbano,0,APPLY
AA2168-002,3,1,Zapatillas,urbano,0,APPLY
AA2168-014,3,1,Zapatillas,urbano,0,APPLY
AA2168-015,4,1,Zapatillas,urbano,0,APPLY
AA2168-100,1,1,Zapatillas,urbano,0,APPLY
AA2168-104,1,1,Zapatillas,urbano,0,APPLY
AA2168-602,3,1,Zapatillas,urbano,0,APPLY
AA2181-002,2,1,Zapatillas,urbano,0,APPLY
AA2185-003,2,1,Zapatillas,urbano,0,APPLY
AA2185-100,2,1,Zapatillas,urbano,0,APPLY
AA7063-404,1,1,Zapatillas,urbano,0,APPLY
AA7066-001,1,1,Zapatillas,urbano,0,APPLY
AA7066-002,1,1,Zapatillas,urbano,0,APPLY
AA7066-003,1,1,Zapatillas,urbano,0,APPLY
AA7066-066,1,1,Zapatillas,urbano,0,APPLY
AA7069-001,1,1,Zapatillas,urbano,0,APPLY
AA7069-010,1,1,Zapatillas,urbano,0,APPLY
AA7069-011,1,1,Zapatillas,urbano,0,APPLY
AA7069-100,1,1,Zapatillas,urbano,0,APPLY
AA7071-002,1,1,Zapatillas,urbano,0,APPLY
AA7071-600,1,1,Zapatillas,urbano,0,APPLY
AA7396-001,1,1,Zapatillas,urbano,0,APPLY
AA7398-001,1,1,Zapatillas,urbano,0,APPLY
AA7400-003,1,1,Zapatillas,urbano,0,APPLY
AA7403-001,1,1,Zapatillas,urbano,0,APPLY
AA7403-400,1,1,Zapatillas,urbano,0,APPLY
AA7406-001,1,1,Zapatillas,urbano,0,APPLY
AA7406-005,1,1,Zapatillas,urbano,0,APPLY
AA7406-405,1,1,Zapatillas,urbano,0,APPLY
AA7411-001,1,1,Zapatillas,urbano,0,APPLY
AA7411-003,2,1,Zapatillas,urbano,0,APPLY
AA7412-006,1,1,Zapatillas,urbano,0,APPLY
AA7414,1,1,Zapatillas,urbano,0,APPLY
AC8033,1,1,Zapatillas,urbano,0,APPLY
AD91104-40,1,85,Zapatillas,urbano,0,APPLY
AD91104-90,1,85,Zapatillas,urbano,0,APPLY
AF3998,1,1,Zapatillas,urbano,0,APPLY
AF4007,2,1,Zapatillas,urbano,0,APPLY
AF4054,5,1,Zapatillas,urbano,0,APPLY
AF4356,1,1,Zapatillas,urbano,0,APPLY
AF4358,1,1,Zapatillas,urbano,0,APPLY
AF5002,1,1,Zapatillas,urbano,0,APPLY
AF5512,1,1,Zapatillas,urbano,0,APPLY
AF5565,1,1,Zapatillas,urbano,0,APPLY
AF5666,1,1,Zapatillas,urbano,0,APPLY
AF5799,1,1,Zapatillas,urbano,0,APPLY
AF6068,2,1,Zapatillas,urbano,0,APPLY
AF6109,2,1,Zapatillas,urbano,0,APPLY
AF6113,1,1,Zapatillas,urbano,0,APPLY
AF6115,3,1,Zapatillas,urbano,0,APPLY
AF6139,2,1,Zapatillas,urbano,0,APPLY
AF6140,2,1,Zapatillas,urbano,0,APPLY
AF6150,1,1,Zapatillas,urbano,0,APPLY
AF6206,1,1,Zapatillas,urbano,0,APPLY
AF6660,1,1,Zapatillas,urbano,0,APPLY
AF6666,1,1,Zapatillas,urbano,0,APPLY
AF6668,1,1,Zapatillas,urbano,0,APPLY
AF6692,1,1,Zapatillas,urbano,0,APPLY
AF6801,2,1,Zapatillas,urbano,0,APPLY
AH2229,2,1,Zapatillas,urbano,0,APPLY
AH2619,2,1,Zapatillas,urbano,0,APPLY
AH2620,2,1,Zapatillas,urbano,0,APPLY
AH2637,1,1,Zapatillas,urbano,0,APPLY
AH3364-001,1,1,Zapatillas,urbano,0,APPLY
AH5222-100,3,1,Zapatillas,urbano,0,APPLY
AH7248-077,1,1,Zapatillas,urbano,0,APPLY
AH7248-080,1,1,Zapatillas,urbano,0,APPLY
AH7251-080,1,1,Zapatillas,urbano,0,APPLY
AH7281-081,1,1,Zapatillas,urbano,0,APPLY
AH7298-081,1,1,Zapatillas,urbano,0,APPLY
AH7312-080,1,1,Zapatillas,urbano,0,APPLY
AH7312-107,1,1,Zapatillas,urbano,0,APPLY
AH7317-080,1,1,Zapatillas,urbano,0,APPLY
AH7355-701,1,1,Zapatillas,urbano,0,APPLY
AH7369-801,2,1,Zapatillas,urbano,0,APPLY
AH7370-107,1,1,Zapatillas,urbano,0,APPLY
AH7372-060,1,1,Zapatillas,urbano,0,APPLY
AH7372-077,1,1,Zapatillas,urbano,0,APPLY
AH7372-107,1,1,Zapatillas,urbano,0,APPLY
AH7372-701,1,1,Zapatillas,urbano,0,APPLY
AH7372-801,1,1,Zapatillas,urbano,0,APPLY
AH7372-810,1,1,Zapatillas,urbano,0,APPLY
AH7384-107,1,1,Zapatillas,urbano,0,APPLY
AH7857-300,2,1,Zapatillas,urbano,0,APPLY
AH7857-400,2,1,Zapatillas,urbano,0,APPLY
AH8050-199,3,1,Zapatillas,urbano,0,APPLY
AJ0189-004,2,1,Zapatillas,urbano,0,APPLY
AJ0189-402,2,1,Zapatillas,urbano,0,APPLY
AJ3087-600,1,1,Zapatillas,urbano,0,APPLY
AJ3111-109,3,1,Zapatillas,urbano,0,APPLY
AJ3112-109,2,1,Zapatillas,urbano,0,APPLY
AJ5898-002,1,1,Zapatillas,urbano,0,APPLY
AJ5898-007,1,1,Zapatillas,urbano,0,APPLY
AJ5898-009,1,1,Zapatillas,urbano,0,APPLY
AJ5899-100,2,1,Zapatillas,urbano,0,APPLY
AJ5900-013,5,1,Zapatillas,urbano,0,APPLY
AJ5900-401,2,1,Zapatillas,urbano,0,APPLY
AJ5902-001,1,1,Zapatillas,urbano,0,APPLY
AJ5902-002,1,1,Zapatillas,urbano,0,APPLY
AJ5908-003,1,1,Zapatillas,urbano,0,APPLY
AJ5908-005,3,1,Zapatillas,urbano,0,APPLY
AJ5908-600,3,1,Zapatillas,urbano,0,APPLY
AJ5908-801,2,1,Zapatillas,urbano,0,APPLY
AJ5911-002,3,1,Zapatillas,urbano,0,APPLY
AJ6063,2,1,Zapatillas,urbano,0,APPLY
AL50-BKBKS,2,1,Zapatillas,urbano,0,APPLY
AL50-BKG,2,1,Zapatillas,urbano,0,APPLY
AO0266-004,1,1,Zapatillas,urbano,0,APPLY
AO0266-009,1,1,Zapatillas,urbano,0,APPLY
AO0266-012,1,1,Zapatillas,urbano,0,APPLY
AO0266-09,1,1,Zapatillas,urbano,0,APPLY
AO0268-102,2,1,Zapatillas,urbano,0,APPLY
AO0352-003,1,1,Zapatillas,urbano,0,APPLY
AO0352-203,2,1,Zapatillas,urbano,0,APPLY
AO0352-400,1,1,Zapatillas,urbano,0,APPLY
AO0354-005,6,1,Zapatillas,urbano,0,APPLY
AO0354-107,3,1,Zapatillas,urbano,0,APPLY
AO0396-606,2,1,Zapatillas,urbano,0,APPLY
AO0400-104,2,1,Zapatillas,urbano,0,APPLY
AO1742-003,3,1,Zapatillas,urbano,0,APPLY
AO1742-004,3,1,Zapatillas,urbano,0,APPLY
AO2810-001,2,1,Zapatillas,urbano,0,APPLY
AO2810-104,1,1,Zapatillas,urbano,0,APPLY
AO3258-410,1,1,Zapatillas,urbano,0,APPLY
AO3294-410,2,1,Zapatillas,urbano,0,APPLY
AO3542-001,1,1,Zapatillas,urbano,0,APPLY
AO4402-001,1,1,Zapatillas,urbano,0,APPLY
AO4430-001,1,1,Zapatillas,urbano,0,APPLY
AO4430-003,2,1,Zapatillas,urbano,0,APPLY
AO4430-100,2,1,Zapatillas,urbano,0,APPLY
AO4430-400,2,1,Zapatillas,urbano,0,APPLY
AO4433-001,1,1,Zapatillas,urbano,0,APPLY
AO4433-006,1,1,Zapatillas,urbano,0,APPLY
AO554-007,1,1,Zapatillas,urbano,0,APPLY
AO7351-100,1,1,Zapatillas,urbano,0,APPLY
AO8228-601,2,1,Zapatillas,urbano,0,APPLY
AQ0589,2,1,Zapatillas,urbano,0,APPLY
AQ0863,2,1,Zapatillas,urbano,0,APPLY
AQ1071,1,1,Zapatillas,urbano,0,APPLY
AQ1331,1,1,Zapatillas,urbano,0,APPLY
AQ1362,1,1,Zapatillas,urbano,0,APPLY
AQ1618,1,1,Zapatillas,urbano,0,APPLY
AQ1622,1,1,Zapatillas,urbano,0,APPLY
AQ1626,2,1,Zapatillas,urbano,0,APPLY
AQ1701,5,1;14,Zapatillas,urbano,0,APPLY
AQ1703,2,1;14,Zapatillas,urbano,0,APPLY
AQ1773-002,1,1,Zapatillas,urbano,0,APPLY
AQ1775-002,1,1,Zapatillas,urbano,0,APPLY
AQ1775-10,1,1,Zapatillas,urbano,0,APPLY
AQ1775-100,1,1,Zapatillas,urbano,0,APPLY
AQ1775-700,1,1,Zapatillas,urbano,0,APPLY
AQ1778-001,1,1,Zapatillas,urbano,0,APPLY
AQ1778-100,1,1,Zapatillas,urbano,0,APPLY
AQ1779-001,1,1,Zapatillas,urbano,0,APPLY
AQ2181,4,1,Zapatillas,urbano,0,APPLY
AQ2182,1,1,Zapatillas,urbano,0,APPLY
AQ2194,1,1,Zapatillas,urbano,0,APPLY
AQ2199,1,1,Zapatillas,urbano,0,APPLY
AQ2203-002,6,1,Zapatillas,urbano,0,APPLY
AQ2203-400,3,1,Zapatillas,urbano,0,APPLY
AQ2203-401,2,1,Zapatillas,urbano,0,APPLY
AQ2231-002,2,1,Zapatillas,urbano,0,APPLY
AQ2231-500,1,1,Zapatillas,urbano,0,APPLY
AQ2235-002,1,1,Zapatillas,urbano,0,APPLY
AQ2235-015,3,1,Zapatillas,urbano,0,APPLY
AQ2235-100,4,1,Zapatillas,urbano,0,APPLY
AQ2235-104 1,1,1,Zapatillas,urbano,0,APPLY
AQ2235-600,1,1,Zapatillas,urbano,0,APPLY
AQ2280,1,1,Zapatillas,urbano,0,APPLY
AQ2567-003,5,1,Zapatillas,urbano,0,APPLY
AQ2567-004,5,1,Zapatillas,urbano,0,APPLY
AQ2567-005,5,1,Zapatillas,urbano,0,APPLY
AQ2567-006,3,1,Zapatillas,urbano,0,APPLY
AQ2568-003,3,1,Zapatillas,urbano,0,APPLY
AQ2568-104,2,1,Zapatillas,urbano,0,APPLY
AQ2568-200,3,1,Zapatillas,urbano,0,APPLY
AQ2800,1,1,Zapatillas,urbano,0,APPLY
AQ2807,2,1,Zapatillas,urbano,0,APPLY
AQ3542-001,1,1,Zapatillas,urbano,0,APPLY
AQ3542-003,1,1,Zapatillas,urbano,0,APPLY
AQ3688,2,1,Zapatillas,urbano,0,APPLY
AQ3695,2,1,Zapatillas,urbano,0,APPLY
AQ3963,1,1,Zapatillas,urbano,0,APPLY
AQ3964,2,1,Zapatillas,urbano,0,APPLY
AQ3978,1,1,Zapatillas,urbano,0,APPLY
AQ4100,1,1,Zapatillas,urbano,0,APPLY
AQ4108,2,1,Zapatillas,urbano,0,APPLY
AQ4109,1,1,Zapatillas,urbano,0,APPLY
AQ4120,1,1,Zapatillas,urbano,0,APPLY
AQ4122,1,1,Zapatillas,urbano,0,APPLY
AQ4124,1,1,Zapatillas,urbano,0,APPLY
AQ4125,1,1,Zapatillas,urbano,0,APPLY
AQ4138,1,1,Zapatillas,urbano,0,APPLY
AQ4224-001,3,1,Zapatillas,urbano,0,APPLY
AQ4224-004,4,1,Zapatillas,urbano,0,APPLY
AQ4224-100,11,1,Zapatillas,urbano,0,APPLY
AQ4225-001,8,1,Zapatillas,urbano,0,APPLY
AQ4225-002,3,1,Zapatillas,urbano,0,APPLY
AQ4226-001,1,1,Zapatillas,urbano,0,APPLY
AQ4226-100,2,1,Zapatillas,urbano,0,APPLY
AQ4268,1,1,Zapatillas,urbano,0,APPLY
AQ4286,2,1,Zapatillas,urbano,0,APPLY
AQ4289,2,1,Zapatillas,urbano,0,APPLY
AQ4299,2,1,Zapatillas,urbano,0,APPLY
AQ5047,2,1,Zapatillas,urbano,0,APPLY
AQ5173,2,1,Zapatillas,urbano,0,APPLY
AQ5240,1,1,Zapatillas,urbano,0,APPLY
AQ5248,1,1,Zapatillas,urbano,0,APPLY
AQ5843,1,1,Zapatillas,urbano,0,APPLY
AQ6170,1,1,Zapatillas,urbano,0,APPLY
AQ6171,1,1,Zapatillas,urbano,0,APPLY
AQ6173,1,1,Zapatillas,urbano,0,APPLY
AQ6214,1,1,Zapatillas,"urbano,training",0,APPLY
AQ6303,1,1,Zapatillas,urbano,0,APPLY
AQ6492,1,1,Zapatillas,urbano,0,APPLY
AQ6560,1,1,Zapatillas,urbano,0,APPLY
AQ6813,2,1,Zapatillas,urbano,0,APPLY
AQ7222,2,1,Zapatillas,urbano,0,APPLY
AQ7477-001,3,1,Zapatillas,urbano,0,APPLY
AQ7481-002,1,1,Zapatillas,urbano,0,APPLY
AQ7483-003,3,1,Zapatillas,urbano,0,APPLY
AQ7484-007,3,1,Zapatillas,urbano,0,APPLY
AQ7484-009,4,1,Zapatillas,urbano,0,APPLY
AQ7486-600,3,1,Zapatillas,urbano,0,APPLY
AQ7491-200,2,1,Zapatillas,urbano,0,APPLY
AQ7492-001,1,1,Zapatillas,urbano,0,APPLY
AQ7492-010,2,1,Zapatillas,urbano,0,APPLY
AQ7492-200,1,1,Zapatillas,urbano,0,APPLY
AQ7492-600,1,1,Zapatillas,urbano,0,APPLY
AQ7495-002,1,1,Zapatillas,urbano,0,APPLY
AQ7495-004,1,1,Zapatillas,urbano,0,APPLY
AQ7495-008,2,1,Zapatillas,urbano,0,APPLY
AQ7495-100,1,1,Zapatillas,urbano,0,APPLY
AQ7497-001,3,1,Zapatillas,urbano,0,APPLY
AQ7497-300,3,1,Zapatillas,urbano,0,APPLY
AQ7513,1,1,Zapatillas,urbano,0,APPLY
AQ7859,3,1,Zapatillas,urbano,0,APPLY
AQ8228-003,3,1,Zapatillas,urbano,0,APPLY
AQ8228-200,4,1,Zapatillas,urbano,0,APPLY
AQ8228-601,2,1,Zapatillas,urbano,0,APPLY
AQ8528,2,1,Zapatillas,urbano,0,APPLY
AQ8531,2,1,Zapatillas,urbano,0,APPLY
AQ9976-001,1,1,Zapatillas,urbano,0,APPLY
AQ9977-001,1,1,Zapatillas,urbano,0,APPLY
AQ9978-001,1,1,Zapatillas,urbano,0,APPLY
AR0088,2,1,Zapatillas,urbano,0,APPLY
AR0424,1,1,Zapatillas,urbano,0,APPLY
AR0454,3,1,Zapatillas,urbano,0,APPLY
AR0455,4,1,Zapatillas,urbano,0,APPLY
AR0456,2,1,Zapatillas,urbano,0,APPLY
AR0457,2,1,Zapatillas,urbano,0,APPLY
AR0764,1,1,Zapatillas,urbano,0,APPLY
AR0774,1,1,Zapatillas,urbano,0,APPLY
AR1144,3,1,Zapatillas,urbano,0,APPLY
AR1146,2,1,Zapatillas,urbano,0,APPLY
AR1148,2,1,Zapatillas,urbano,0,APPLY
AR1149,3,1,Zapatillas,urbano,0,APPLY
AR1252,1,1,Zapatillas,urbano,0,APPLY
AR1937,1,1,Zapatillas,urbano,0,APPLY
AR1939,1,1,Zapatillas,urbano,0,APPLY
AR2094,1,1,Zapatillas,urbano,0,APPLY
AR2136,1,1,Zapatillas,urbano,0,APPLY
AR2520,1,1,Zapatillas,urbano,0,APPLY
AR2686,1,1,Zapatillas,urbano,0,APPLY
AR2943,1,1,Zapatillas,urbano,0,APPLY
AR2951,1,1,Zapatillas,urbano,0,APPLY
AR2954,1,1,Zapatillas,urbano,0,APPLY
AR3063,2,1,Zapatillas,urbano,0,APPLY
AR3085,1,1,Zapatillas,urbano,0,APPLY
AR3103,1,1,Zapatillas,urbano,0,APPLY
AR3106,1,1,Zapatillas,urbano,0,APPLY
AR3168,3,1,Zapatillas,urbano,0,APPLY
AR3169,4,1,Zapatillas,urbano,0,APPLY
AR3198,1,1,Zapatillas,urbano,0,APPLY
AR3227,1,1,Zapatillas,urbano,0,APPLY
AR4135-002,1,1,Zapatillas,urbano,0,APPLY
AR4137-002,1,1,Zapatillas,urbano,0,APPLY
AR4138-002,2,1,Zapatillas,urbano,0,APPLY
AR4138-601,2,1,Zapatillas,urbano,0,APPLY
AR4161-016,2,1,Zapatillas,urbano,0,APPLY
AR4161-074,2,1,Zapatillas,urbano,0,APPLY
AR4543-009,1,1,Zapatillas,urbano,0,APPLY
AR4543-010,1,1,Zapatillas,urbano,0,APPLY
AR4543-600,2,1,Zapatillas,urbano,0,APPLY
AR4543-603,3,1,Zapatillas,urbano,0,APPLY
AR5339-100,2,1,Zapatillas,urbano,0,APPLY
AR5677-200,4,1,Zapatillas,urbano,0,APPLY
AR6374-016,3,1,Zapatillas,urbano,0,APPLY
AR7419,1,1,Zapatillas,urbano,0,APPLY
AR7419-002,4,1,Zapatillas,urbano,0,APPLY
AR7420-002,4,1,Zapatillas,urbano,0,APPLY
AR7420-013,2,1,Zapatillas,urbano,0,APPLY
AR7421-002,1,1,Zapatillas,urbano,0,APPLY
AR7421-004,1,1,Zapatillas,urbano,0,APPLY
AR7421-013,1,1,Zapatillas,urbano,0,APPLY
AT1199-400,5,1,Zapatillas,urbano,0,APPLY
AT1200-004,1,1,Zapatillas,urbano,0,APPLY
AT1237-001,2,1,Zapatillas,urbano,0,APPLY
AT1237-002,2,1,Zapatillas,urbano,0,APPLY
AT1238-003,2,1,Zapatillas,urbano,0,APPLY
AT1238-004,2,1,Zapatillas,urbano,0,APPLY
AT1238-100,1,1,Zapatillas,urbano,0,APPLY
AT1239-003,2,1,Zapatillas,urbano,0,APPLY
AT1239-006,1,1,Zapatillas,urbano,0,APPLY
AT1239-100,1,1,Zapatillas,urbano,0,APPLY
AT1368-005,3,1,Zapatillas,urbano,0,APPLY
AT1368-401,2,1,Zapatillas,urbano,0,APPLY
AT1801-003,4,1,Zapatillas,urbano,0,APPLY
AT1801-405,6,1,Zapatillas,urbano,0,APPLY
AT1801-501,2,1,Zapatillas,urbano,0,APPLY
AT1801-502,2,1,Zapatillas,urbano,0,APPLY
AT1803-003,2,1,Zapatillas,urbano,0,APPLY
AT1803-501,2,1,Zapatillas,urbano,0,APPLY
AT2505-005,2,1,Zapatillas,urbano,0,APPLY
AT2506-002,6,1,Zapatillas,urbano,0,APPLY
AT2506-100,4,1,Zapatillas,urbano,0,APPLY
AT3378-471,3,1,Zapatillas,urbano,0,APPLY
AT4517-004,1,1,Zapatillas,urbano,0,APPLY
AT4517-006,1,1,Zapatillas,urbano,0,APPLY
AT4522-007,3,1,Zapatillas,urbano,0,APPLY
AT4522-102,3,1,Zapatillas,urbano,0,APPLY
AT4522-200,2,1,Zapatillas,urbano,0,APPLY
AT5292-060,2,1,Zapatillas,urbano,0,APPLY
AT5883-010,2,1,Zapatillas,urbano,0,APPLY
AT6100-030,2,1,Zapatillas,urbano,0,APPLY
AT6100-104,2,1,Zapatillas,urbano,0,APPLY
AT6100-303,2,1,Zapatillas,urbano,0,APPLY
AT6107-004,2,1,Zapatillas,urbano,0,APPLY
AT6107-060,3,1,Zapatillas,urbano,0,APPLY
AT6109-004,1,1,Zapatillas,urbano,0,APPLY
AT6175-103,2,1,Zapatillas,urbano,0,APPLY
AT6175-105,2,1,Zapatillas,urbano,0,APPLY
AT7908-002,3,1,Zapatillas,urbano,0,APPLY
AT7908-600,3,1,Zapatillas,urbano,0,APPLY
AT7946-801,2,1,Zapatillas,urbano,0,APPLY
AT7980-606,2,1,Zapatillas,urbano,0,APPLY
AT7980-801,2,1,Zapatillas,urbano,0,APPLY
AV3153-090,2,1,Zapatillas,urbano,0,APPLY
AV4789-002,3,1,Zapatillas,urbano,0,APPLY
AV4789-107,3,1,Zapatillas,urbano,0,APPLY
AVSS21036,3,1,Zapatillas,"urbano,baby",0,APPLY
AW3671,2,1,Zapatillas,urbano,0,APPLY
AW3832,1,1,Zapatillas,urbano,0,APPLY
AW3835,2,1,Zapatillas,urbano,0,APPLY
AW3838,1,1,Zapatillas,urbano,0,APPLY
AW3871,1,1,Zapatillas,urbano,0,APPLY
AW3872,1,1,Zapatillas,urbano,0,APPLY
AW3877,1,1,Zapatillas,urbano,0,APPLY
AW3895,1,1,Zapatillas,urbano,0,APPLY
AW3896,2,1,Zapatillas,urbano,0,APPLY
AW3914,2,1,Zapatillas,urbano,0,APPLY
AW3937,1,1,Zapatillas,urbano,0,APPLY
AW3938,2,1,Zapatillas,urbano,0,APPLY
AW4004,1,1,Zapatillas,urbano,0,APPLY
AW4030,2,1,Zapatillas,urbano,0,APPLY
AW4056,1,1,Zapatillas,urbano,0,APPLY
AW4091,2,1,Zapatillas,urbano,0,APPLY
AW4103,1,1,Zapatillas,urbano,0,APPLY
AW4112,1,1,Zapatillas,urbano,0,APPLY
AW4130,1,1,Zapatillas,urbano,0,APPLY
AW4135,1,1,Zapatillas,urbano,0,APPLY
AW4140,1,1,Zapatillas,urbano,0,APPLY
AW4154,1,1,Zapatillas,urbano,0,APPLY
AW4170,2,1,Zapatillas,urbano,0,APPLY
AW4171,2,1,Zapatillas,urbano,0,APPLY
AW4287,1,1,Zapatillas,urbano,0,APPLY
AW4575,1,1,Zapatillas,urbano,0,APPLY
AW4577,1,1,Zapatillas,urbano,0,APPLY
AW4580,1,1,Zapatillas,urbano,0,APPLY
AW4591,1,1,Zapatillas,urbano,0,APPLY
AW4594,1,1,Zapatillas,urbano,0,APPLY
AW4743,1,1,Zapatillas,urbano,0,APPLY
AW4744,1,1,Zapatillas,urbano,0,APPLY
AW4745,2,1,Zapatillas,urbano,0,APPLY
AW4756,2,1,Zapatillas,urbano,0,APPLY
AW4817,1,1,Zapatillas,urbano,0,APPLY
AW4840,1,1,Zapatillas,urbano,0,APPLY
AW4849,1,1,Zapatillas,urbano,0,APPLY
AW4876,2,1,Zapatillas,urbano,0,APPLY
AW4878,2,1,Zapatillas,urbano,0,APPLY
AW4882,2,1,Zapatillas,urbano,0,APPLY
AW4889,1,1,Zapatillas,urbano,0,APPLY
AW4955,1,1,Zapatillas,urbano,0,APPLY
AW4957,2,1,Zapatillas,urbano,0,APPLY
AW4960,1,1,Zapatillas,urbano,0,APPLY
AW4962,1,1,Zapatillas,urbano,0,APPLY
AW4984,1,1,Zapatillas,urbano,0,APPLY
AW4986,1,1,Zapatillas,urbano,0,APPLY
AW5046,1,1,Zapatillas,urbano,0,APPLY
AW5088,2,1,Zapatillas,urbano,0,APPLY
AW5103,1,1,Zapatillas,urbano,0,APPLY
AW5105,1,1,Zapatillas,urbano,0,APPLY
AW5119,1,1,Zapatillas,urbano,0,APPLY
AW5122,1,1,Zapatillas,urbano,0,APPLY
AW5125,2,1,Zapatillas,urbano,0,APPLY
AW5141,1,1,Zapatillas,urbano,0,APPLY
AW5173,2,1,Zapatillas,urbano,0,APPLY
AW5183,2,1,Zapatillas,urbano,0,APPLY
AW5260,1,1,Zapatillas,urbano,0,APPLY
AW5261,1,1,Zapatillas,urbano,0,APPLY
AZ21001198-6FW,2,1,Zapatillas,urbano,0,APPLY
AZ254011132-HCB,3,46,Zapatillas,urbano,0,APPLY
AZ254011176-HCB,3,46,Zapatillas,urbano,0,APPLY
B22705,1,1,Zapatillas,urbano,0,APPLY
B22706,1,1,Zapatillas,urbano,0,APPLY
B22713,3,1,Zapatillas,urbano,0,APPLY
B22823,1,1,Zapatillas,urbano,0,APPLY
B22858,2,1,Zapatillas,urbano,0,APPLY
B23306,1,1,Zapatillas,urbano,0,APPLY
B23309,3,1,Zapatillas,urbano,0,APPLY
B23310,1,1,Zapatillas,urbano,0,APPLY
B23311,2,1,Zapatillas,urbano,0,APPLY
B23639,1,1,Zapatillas,urbano,0,APPLY
B23642,1,1,Zapatillas,urbano,0,APPLY
B23644,1,1,Zapatillas,urbano,0,APPLY
B23751,1,1,Zapatillas,urbano,0,APPLY
B23754,1,1,Zapatillas,urbano,0,APPLY
B23756,2,1,Zapatillas,urbano,0,APPLY
B23845,3,1,Zapatillas,urbano,0,APPLY
B23916,3,1,Zapatillas,urbano,0,APPLY
B23931,7,1,Zapatillas,urbano,0,APPLY
B23932,4,1,Zapatillas,urbano,0,APPLY
B24338,2,1,Zapatillas,urbano,0,APPLY
B24339,2,1,Zapatillas,urbano,0,APPLY
B24492,1,1,Zapatillas,urbano,0,APPLY
B24493,1,1,Zapatillas,urbano,0,APPLY
B24551,4,1,Zapatillas,urbano,0,APPLY
